"","study_name","school","id","standard","standard_num","child_age","child_age_centered","child_sex","child_religion","mother_tongue","home_language","friends_language","sequence","question_type","language","army_navy_language","presentation","speaker_gender","face","hindu_face","muslim_face","dravidian_face","asian_face","white_face","no_opinion_face","num_faces"
"30","india-socioling","zenith","Z03A06",3,3,8.18548387096774,-2.41973410019171,"male","muslim","","hindi gujarati","",46,"faces","Gujarati","gujarati","label","male","hindu",1,0,0,0,0,0,1
"31","india-socioling","zenith","Z03A09",3,3,8.45698924731183,-2.14822872384762,"male","muslim","hindi/urdu","hindi/urdu","",1,"faces","Marathi","marathi","audio","female","asian",0,0,0,1,0,0,1
"32","india-socioling","zenith","Z03A09",3,3,8.45698924731183,-2.14822872384762,"male","muslim","hindi/urdu","hindi/urdu","",2,"faces","Urdu","urdu","audio","female","hindu",1,0,0,0,0,0,1
"33","india-socioling","zenith","Z03A09",3,3,8.45698924731183,-2.14822872384762,"male","muslim","hindi/urdu","hindi/urdu","",3,"faces","English (India)","english","audio","female","white",0,0,0,0,1,0,1
"34","india-socioling","zenith","Z03A09",3,3,8.45698924731183,-2.14822872384762,"male","muslim","hindi/urdu","hindi/urdu","",4,"faces","Hindi","hindi","audio","female","hindu",1,0,0,0,0,0,1
"35","india-socioling","zenith","Z03A09",3,3,8.45698924731183,-2.14822872384762,"male","muslim","hindi/urdu","hindi/urdu","",5,"faces","Mandarin","chinese","audio","female","",NA,NA,NA,NA,NA,0,NA
"36","india-socioling","zenith","Z03A09",3,3,8.45698924731183,-2.14822872384762,"male","muslim","hindi/urdu","hindi/urdu","",6,"faces","Tamil","tamil","audio","female","asian",0,0,0,1,0,0,1
"37","india-socioling","zenith","Z03A09",3,3,8.45698924731183,-2.14822872384762,"male","muslim","hindi/urdu","hindi/urdu","",7,"faces","English (U.S.)","english","audio","female","dravidian",0,0,1,0,0,0,1
"38","india-socioling","zenith","Z03A09",3,3,8.45698924731183,-2.14822872384762,"male","muslim","hindi/urdu","hindi/urdu","",8,"faces","Gujarati","gujarati","audio","female","muslim",0,1,0,0,0,0,1
"39","india-socioling","zenith","Z03A09",3,3,8.45698924731183,-2.14822872384762,"male","muslim","hindi/urdu","hindi/urdu","",9,"faces","Tamil","tamil","label","female","white",0,0,0,0,1,0,1
"40","india-socioling","zenith","Z03A09",3,3,8.45698924731183,-2.14822872384762,"male","muslim","hindi/urdu","hindi/urdu","",10,"faces","Urdu","urdu","label","female","hindu",1,0,0,0,0,0,1
"41","india-socioling","zenith","Z03A09",3,3,8.45698924731183,-2.14822872384762,"male","muslim","hindi/urdu","hindi/urdu","",11,"faces","Mandarin","chinese","label","female","asian",0,0,0,1,0,0,1
"42","india-socioling","zenith","Z03A09",3,3,8.45698924731183,-2.14822872384762,"male","muslim","hindi/urdu","hindi/urdu","",12,"faces","Hindi","hindi","label","female","muslim",0,1,0,0,0,0,1
"43","india-socioling","zenith","Z03A09",3,3,8.45698924731183,-2.14822872384762,"male","muslim","hindi/urdu","hindi/urdu","",13,"faces","Marathi","marathi","label","female","dravidian",0,0,1,0,0,0,1
"44","india-socioling","zenith","Z03A09",3,3,8.45698924731183,-2.14822872384762,"male","muslim","hindi/urdu","hindi/urdu","",14,"faces","English","english","label","female","asian",0,0,0,1,0,0,1
"45","india-socioling","zenith","Z03A09",3,3,8.45698924731183,-2.14822872384762,"male","muslim","hindi/urdu","hindi/urdu","",15,"faces","Gujarati","gujarati","label","female","hindu",1,0,0,0,0,0,1
"46","india-socioling","zenith","Z03A09",3,3,8.45698924731183,-2.14822872384762,"male","muslim","hindi/urdu","hindi/urdu","",39,"faces","Marathi","marathi","audio","male","white",0,0,0,0,1,0,1
"47","india-socioling","zenith","Z03A09",3,3,8.45698924731183,-2.14822872384762,"male","muslim","hindi/urdu","hindi/urdu","",40,"faces","Urdu","urdu","audio","male","hindu",1,0,0,0,0,0,1
"48","india-socioling","zenith","Z03A09",3,3,8.45698924731183,-2.14822872384762,"male","muslim","hindi/urdu","hindi/urdu","",41,"faces","English (India)","english","audio","male","muslim",0,1,0,0,0,0,1
"49","india-socioling","zenith","Z03A09",3,3,8.45698924731183,-2.14822872384762,"male","muslim","hindi/urdu","hindi/urdu","",42,"faces","Hindi","hindi","audio","male","hindu",1,0,0,0,0,0,1
"50","india-socioling","zenith","Z03A09",3,3,8.45698924731183,-2.14822872384762,"male","muslim","hindi/urdu","hindi/urdu","",43,"faces","Mandarin","chinese","audio","male","dravidian",0,0,1,0,0,0,1
"51","india-socioling","zenith","Z03A09",3,3,8.45698924731183,-2.14822872384762,"male","muslim","hindi/urdu","hindi/urdu","",44,"faces","Tamil","tamil","audio","male","asian",0,0,0,1,0,0,1
"52","india-socioling","zenith","Z03A09",3,3,8.45698924731183,-2.14822872384762,"male","muslim","hindi/urdu","hindi/urdu","",45,"faces","English (U.S.)","english","audio","male","dravidian",0,0,1,0,0,0,1
"53","india-socioling","zenith","Z03A09",3,3,8.45698924731183,-2.14822872384762,"male","muslim","hindi/urdu","hindi/urdu","",46,"faces","Gujarati","gujarati","audio","male","white",0,0,0,0,1,0,1
"54","india-socioling","zenith","Z03A09",3,3,8.45698924731183,-2.14822872384762,"male","muslim","hindi/urdu","hindi/urdu","",47,"faces","Tamil","tamil","label","male","white",0,0,0,0,1,0,1
"55","india-socioling","zenith","Z03A09",3,3,8.45698924731183,-2.14822872384762,"male","muslim","hindi/urdu","hindi/urdu","",48,"faces","Urdu","urdu","label","male","hindu",1,0,0,0,0,0,1
"56","india-socioling","zenith","Z03A09",3,3,8.45698924731183,-2.14822872384762,"male","muslim","hindi/urdu","hindi/urdu","",49,"faces","Mandarin","chinese","label","male","asian",0,0,0,1,0,0,1
"57","india-socioling","zenith","Z03A09",3,3,8.45698924731183,-2.14822872384762,"male","muslim","hindi/urdu","hindi/urdu","",50,"faces","Hindi","hindi","label","male","dravidian",0,0,1,0,0,0,1
"58","india-socioling","zenith","Z03A09",3,3,8.45698924731183,-2.14822872384762,"male","muslim","hindi/urdu","hindi/urdu","",51,"faces","Marathi","marathi","label","male","white",0,0,0,0,1,0,1
"59","india-socioling","zenith","Z03A09",3,3,8.45698924731183,-2.14822872384762,"male","muslim","hindi/urdu","hindi/urdu","",52,"faces","English","english","label","male","muslim",0,1,0,0,0,0,1
"60","india-socioling","zenith","Z03A09",3,3,8.45698924731183,-2.14822872384762,"male","muslim","hindi/urdu","hindi/urdu","",53,"faces","Gujarati","gujarati","label","male","asian",0,0,0,1,0,0,1
"61","india-socioling","zenith","Z03A16",3,3,7.69623655913978,-2.90898141201968,"male","muslim","","hindi","",17,"faces","Marathi","marathi","audio","male","white",0,0,0,0,1,0,1
"62","india-socioling","zenith","Z03A16",3,3,7.69623655913978,-2.90898141201968,"male","muslim","","hindi","",18,"faces","Urdu","urdu","audio","male","dravidian",0,0,1,0,0,0,1
"63","india-socioling","zenith","Z03A16",3,3,7.69623655913978,-2.90898141201968,"male","muslim","","hindi","",19,"faces","English (India)","english","audio","male","muslim",0,1,0,0,0,0,1
"64","india-socioling","zenith","Z03A16",3,3,7.69623655913978,-2.90898141201968,"male","muslim","","hindi","",20,"faces","Hindi","hindi","audio","male","asian",0,0,0,1,0,0,1
"65","india-socioling","zenith","Z03A16",3,3,7.69623655913978,-2.90898141201968,"male","muslim","","hindi","",21,"faces","Mandarin","chinese","audio","male","muslim",0,1,0,0,0,0,1
"66","india-socioling","zenith","Z03A16",3,3,7.69623655913978,-2.90898141201968,"male","muslim","","hindi","",22,"faces","Tamil","tamil","audio","male","asian",0,0,0,1,0,0,1
"67","india-socioling","zenith","Z03A16",3,3,7.69623655913978,-2.90898141201968,"male","muslim","","hindi","",23,"faces","English (U.S.)","english","audio","male","white",0,0,0,0,1,0,1
"68","india-socioling","zenith","Z03A16",3,3,7.69623655913978,-2.90898141201968,"male","muslim","","hindi","",24,"faces","Gujarati","gujarati","audio","male","dravidian",0,0,1,0,0,0,1
"69","india-socioling","zenith","Z03A16",3,3,7.69623655913978,-2.90898141201968,"male","muslim","","hindi","",25,"faces","Gujarati","gujarati","audio","female","muslim",0,1,0,0,0,0,1
"70","india-socioling","zenith","Z03A16",3,3,7.69623655913978,-2.90898141201968,"male","muslim","","hindi","",26,"faces","Mandarin","chinese","audio","female","dravidian",0,0,1,0,0,0,1
"71","india-socioling","zenith","Z03A16",3,3,7.69623655913978,-2.90898141201968,"male","muslim","","hindi","",27,"faces","Urdu","urdu","audio","female","asian",0,0,0,1,0,0,1
"72","india-socioling","zenith","Z03A16",3,3,7.69623655913978,-2.90898141201968,"male","muslim","","hindi","",28,"faces","Tamil","tamil","audio","female","white",0,0,0,0,1,0,1
"73","india-socioling","zenith","Z03A16",3,3,7.69623655913978,-2.90898141201968,"male","muslim","","hindi","",29,"faces","English (India)","english","audio","female","asian",0,0,0,1,0,0,1
"74","india-socioling","zenith","Z03A16",3,3,7.69623655913978,-2.90898141201968,"male","muslim","","hindi","",30,"faces","Marathi","marathi","audio","female","white",0,0,0,0,1,0,1
"75","india-socioling","zenith","Z03A16",3,3,7.69623655913978,-2.90898141201968,"male","muslim","","hindi","",31,"faces","English (U.S.)","english","audio","female","muslim",0,1,0,0,0,0,1
"76","india-socioling","zenith","Z03A16",3,3,7.69623655913978,-2.90898141201968,"male","muslim","","hindi","",32,"faces","Hindi","hindi","audio","female","dravidian",0,0,1,0,0,0,1
"77","india-socioling","zenith","Z03A16",3,3,7.69623655913978,-2.90898141201968,"male","muslim","","hindi","",33,"faces","Mandarin","chinese","label","female","dravidian",0,0,1,0,0,0,1
"78","india-socioling","zenith","Z03A16",3,3,7.69623655913978,-2.90898141201968,"male","muslim","","hindi","",34,"faces","Tamil","tamil","label","female","hindu",1,0,0,0,0,0,1
"79","india-socioling","zenith","Z03A16",3,3,7.69623655913978,-2.90898141201968,"male","muslim","","hindi","",35,"faces","Marathi","marathi","label","female","white",0,0,0,0,1,0,1
"80","india-socioling","zenith","Z03A16",3,3,7.69623655913978,-2.90898141201968,"male","muslim","","hindi","",36,"faces","Hindi","hindi","label","female","hindu",1,0,0,0,0,0,1
"81","india-socioling","zenith","Z03A16",3,3,7.69623655913978,-2.90898141201968,"male","muslim","","hindi","",37,"faces","English","english","label","female","asian",0,0,0,1,0,0,1
"82","india-socioling","zenith","Z03A16",3,3,7.69623655913978,-2.90898141201968,"male","muslim","","hindi","",38,"faces","Gujarati","gujarati","label","female","muslim",0,1,0,0,0,0,1
"83","india-socioling","zenith","Z03A16",3,3,7.69623655913978,-2.90898141201968,"male","muslim","","hindi","",39,"faces","Urdu","urdu","label","female","white",0,0,0,0,1,0,1
"84","india-socioling","zenith","Z03A16",3,3,7.69623655913978,-2.90898141201968,"male","muslim","","hindi","",40,"faces","Tamil","tamil","label","male","dravidian",0,0,1,0,0,0,1
"85","india-socioling","zenith","Z03A16",3,3,7.69623655913978,-2.90898141201968,"male","muslim","","hindi","",41,"faces","Urdu","urdu","label","male","hindu",1,0,0,0,0,0,1
"86","india-socioling","zenith","Z03A16",3,3,7.69623655913978,-2.90898141201968,"male","muslim","","hindi","",42,"faces","Mandarin","chinese","label","male","asian",0,0,0,1,0,0,1
"87","india-socioling","zenith","Z03A16",3,3,7.69623655913978,-2.90898141201968,"male","muslim","","hindi","",43,"faces","Hindi","hindi","label","male","hindu",1,0,0,0,0,0,1
"88","india-socioling","zenith","Z03A16",3,3,7.69623655913978,-2.90898141201968,"male","muslim","","hindi","",44,"faces","Marathi","marathi","label","male","muslim",0,1,0,0,0,0,1
"89","india-socioling","zenith","Z03A16",3,3,7.69623655913978,-2.90898141201968,"male","muslim","","hindi","",45,"faces","English","english","label","male","white",0,0,0,0,1,0,1
"90","india-socioling","zenith","Z03A16",3,3,7.69623655913978,-2.90898141201968,"male","muslim","","hindi","",46,"faces","Gujarati","gujarati","label","male","asian",0,0,0,1,0,0,1
"91","india-socioling","zenith","Z03A51",3,3,7.91129032258065,-2.6939276485788,"female","hindu","","hindigujarati","hindi english",1,"faces","Marathi","marathi","audio","female","",NA,NA,NA,NA,NA,0,NA
"92","india-socioling","zenith","Z03A51",3,3,7.91129032258065,-2.6939276485788,"female","hindu","","hindigujarati","hindi english",2,"faces","Urdu","urdu","audio","female","",NA,NA,NA,NA,NA,0,NA
"93","india-socioling","zenith","Z03A51",3,3,7.91129032258065,-2.6939276485788,"female","hindu","","hindigujarati","hindi english",3,"faces","English (India)","english","audio","female","",NA,NA,NA,NA,NA,0,NA
"94","india-socioling","zenith","Z03A51",3,3,7.91129032258065,-2.6939276485788,"female","hindu","","hindigujarati","hindi english",4,"faces","Hindi","hindi","audio","female","",NA,NA,NA,NA,NA,0,NA
"95","india-socioling","zenith","Z03A51",3,3,7.91129032258065,-2.6939276485788,"female","hindu","","hindigujarati","hindi english",5,"faces","Mandarin","chinese","audio","female","",NA,NA,NA,NA,NA,0,NA
"96","india-socioling","zenith","Z03A51",3,3,7.91129032258065,-2.6939276485788,"female","hindu","","hindigujarati","hindi english",6,"faces","Tamil","tamil","audio","female","",NA,NA,NA,NA,NA,0,NA
"97","india-socioling","zenith","Z03A51",3,3,7.91129032258065,-2.6939276485788,"female","hindu","","hindigujarati","hindi english",7,"faces","English (U.S.)","english","audio","female","",NA,NA,NA,NA,NA,0,NA
"98","india-socioling","zenith","Z03A51",3,3,7.91129032258065,-2.6939276485788,"female","hindu","","hindigujarati","hindi english",8,"faces","Gujarati","gujarati","audio","female","",NA,NA,NA,NA,NA,0,NA
"99","india-socioling","zenith","Z03A51",3,3,7.91129032258065,-2.6939276485788,"female","hindu","","hindigujarati","hindi english",9,"faces","Tamil","tamil","label","female","",NA,NA,NA,NA,NA,0,NA
"100","india-socioling","zenith","Z03A51",3,3,7.91129032258065,-2.6939276485788,"female","hindu","","hindigujarati","hindi english",10,"faces","Urdu","urdu","label","female","",NA,NA,NA,NA,NA,0,NA
"101","india-socioling","zenith","Z03A51",3,3,7.91129032258065,-2.6939276485788,"female","hindu","","hindigujarati","hindi english",11,"faces","Mandarin","chinese","label","female","",NA,NA,NA,NA,NA,0,NA
"102","india-socioling","zenith","Z03A51",3,3,7.91129032258065,-2.6939276485788,"female","hindu","","hindigujarati","hindi english",12,"faces","Hindi","hindi","label","female","",NA,NA,NA,NA,NA,0,NA
"103","india-socioling","zenith","Z03A51",3,3,7.91129032258065,-2.6939276485788,"female","hindu","","hindigujarati","hindi english",13,"faces","Marathi","marathi","label","female","",NA,NA,NA,NA,NA,0,NA
"104","india-socioling","zenith","Z03A51",3,3,7.91129032258065,-2.6939276485788,"female","hindu","","hindigujarati","hindi english",14,"faces","English","english","label","female","",NA,NA,NA,NA,NA,0,NA
"105","india-socioling","zenith","Z03A51",3,3,7.91129032258065,-2.6939276485788,"female","hindu","","hindigujarati","hindi english",15,"faces","Gujarati","gujarati","label","female","",NA,NA,NA,NA,NA,0,NA
"106","india-socioling","zenith","Z03A59",3,3,8.25537634408602,-2.34984162707343,"female","hindu","gujarati","gujarati","",1,"faces","Marathi","marathi","audio","female","white",0,0,0,0,1,0,1
"107","india-socioling","zenith","Z03A59",3,3,8.25537634408602,-2.34984162707343,"female","hindu","gujarati","gujarati","",2,"faces","Urdu","urdu","audio","female","muslim",0,1,0,0,0,0,1
"108","india-socioling","zenith","Z03A59",3,3,8.25537634408602,-2.34984162707343,"female","hindu","gujarati","gujarati","",3,"faces","English (India)","english","audio","female","dravidian",0,0,1,0,0,0,1
"109","india-socioling","zenith","Z03A59",3,3,8.25537634408602,-2.34984162707343,"female","hindu","gujarati","gujarati","",4,"faces","Hindi","hindi","audio","female","hindu",1,0,0,0,0,0,1
"110","india-socioling","zenith","Z03A59",3,3,8.25537634408602,-2.34984162707343,"female","hindu","gujarati","gujarati","",5,"faces","Mandarin","chinese","audio","female","dravidian",0,0,1,0,0,0,1
"111","india-socioling","zenith","Z03A59",3,3,8.25537634408602,-2.34984162707343,"female","hindu","gujarati","gujarati","",6,"faces","Tamil","tamil","audio","female","asian",0,0,0,1,0,0,1
"112","india-socioling","zenith","Z03A59",3,3,8.25537634408602,-2.34984162707343,"female","hindu","gujarati","gujarati","",7,"faces","English (U.S.)","english","audio","female","white",0,0,0,0,1,0,1
"113","india-socioling","zenith","Z03A59",3,3,8.25537634408602,-2.34984162707343,"female","hindu","gujarati","gujarati","",8,"faces","Gujarati","gujarati","audio","female","asian",0,0,0,1,0,0,1
"114","india-socioling","zenith","Z03A59",3,3,8.25537634408602,-2.34984162707343,"female","hindu","gujarati","gujarati","",9,"faces","Tamil","tamil","label","female","white",0,0,0,0,1,0,1
"115","india-socioling","zenith","Z03A59",3,3,8.25537634408602,-2.34984162707343,"female","hindu","gujarati","gujarati","",10,"faces","Urdu","urdu","label","female","asian",0,0,0,1,0,0,1
"116","india-socioling","zenith","Z03A59",3,3,8.25537634408602,-2.34984162707343,"female","hindu","gujarati","gujarati","",11,"faces","Mandarin","chinese","label","female","dravidian",0,0,1,0,0,0,1
"117","india-socioling","zenith","Z03A59",3,3,8.25537634408602,-2.34984162707343,"female","hindu","gujarati","gujarati","",12,"faces","Hindi","hindi","label","female","muslim",0,1,0,0,0,0,1
"118","india-socioling","zenith","Z03A59",3,3,8.25537634408602,-2.34984162707343,"female","hindu","gujarati","gujarati","",13,"faces","Marathi","marathi","label","female","hindu",1,0,0,0,0,0,1
"119","india-socioling","zenith","Z03A59",3,3,8.25537634408602,-2.34984162707343,"female","hindu","gujarati","gujarati","",14,"faces","English","english","label","female","white",0,0,0,0,1,0,1
"120","india-socioling","zenith","Z03A59",3,3,8.25537634408602,-2.34984162707343,"female","hindu","gujarati","gujarati","",15,"faces","Gujarati","gujarati","label","female","hindu",1,0,0,0,0,0,1
"121","india-socioling","zenith","Z03A59",3,3,8.25537634408602,-2.34984162707343,"female","hindu","gujarati","gujarati","",39,"faces","Marathi","marathi","audio","male","muslim",0,1,0,0,0,0,1
"122","india-socioling","zenith","Z03A59",3,3,8.25537634408602,-2.34984162707343,"female","hindu","gujarati","gujarati","",40,"faces","Urdu","urdu","audio","male","white",0,0,0,0,1,0,1
"123","india-socioling","zenith","Z03A59",3,3,8.25537634408602,-2.34984162707343,"female","hindu","gujarati","gujarati","",41,"faces","English (India)","english","audio","male","asian",0,0,0,1,0,0,1
"124","india-socioling","zenith","Z03A59",3,3,8.25537634408602,-2.34984162707343,"female","hindu","gujarati","gujarati","",42,"faces","Hindi","hindi","audio","male","hindu",1,0,0,0,0,0,1
"125","india-socioling","zenith","Z03A59",3,3,8.25537634408602,-2.34984162707343,"female","hindu","gujarati","gujarati","",43,"faces","Mandarin","chinese","audio","male","dravidian",0,0,1,0,0,0,1
"126","india-socioling","zenith","Z03A59",3,3,8.25537634408602,-2.34984162707343,"female","hindu","gujarati","gujarati","",44,"faces","Tamil","tamil","audio","male","muslim",0,1,0,0,0,0,1
"127","india-socioling","zenith","Z03A59",3,3,8.25537634408602,-2.34984162707343,"female","hindu","gujarati","gujarati","",45,"faces","English (U.S.)","english","audio","male","asian",0,0,0,1,0,0,1
"128","india-socioling","zenith","Z03A59",3,3,8.25537634408602,-2.34984162707343,"female","hindu","gujarati","gujarati","",46,"faces","Gujarati","gujarati","audio","male","muslim",0,1,0,0,0,0,1
"129","india-socioling","zenith","Z03A59",3,3,8.25537634408602,-2.34984162707343,"female","hindu","gujarati","gujarati","",47,"faces","Tamil","tamil","label","male","dravidian",0,0,1,0,0,0,1
"130","india-socioling","zenith","Z03A59",3,3,8.25537634408602,-2.34984162707343,"female","hindu","gujarati","gujarati","",48,"faces","Urdu","urdu","label","male","asian",0,0,0,1,0,0,1
"131","india-socioling","zenith","Z03A59",3,3,8.25537634408602,-2.34984162707343,"female","hindu","gujarati","gujarati","",49,"faces","Mandarin","chinese","label","male","muslim",0,1,0,0,0,0,1
"132","india-socioling","zenith","Z03A59",3,3,8.25537634408602,-2.34984162707343,"female","hindu","gujarati","gujarati","",50,"faces","Hindi","hindi","label","male","white",0,0,0,0,1,0,1
"133","india-socioling","zenith","Z03A59",3,3,8.25537634408602,-2.34984162707343,"female","hindu","gujarati","gujarati","",51,"faces","Marathi","marathi","label","male","hindu",1,0,0,0,0,0,1
"134","india-socioling","zenith","Z03A59",3,3,8.25537634408602,-2.34984162707343,"female","hindu","gujarati","gujarati","",52,"faces","English","english","label","male","dravidian",0,0,1,0,0,0,1
"135","india-socioling","zenith","Z03A59",3,3,8.25537634408602,-2.34984162707343,"female","hindu","gujarati","gujarati","",53,"faces","Gujarati","gujarati","label","male","white",0,0,0,0,1,0,1
"136","india-socioling","zenith","Z03A60",3,3,8.20698924731183,-2.39822872384762,"female","other","malyam","malyam","",17,"faces","Marathi","marathi","audio","male","white",0,0,0,0,1,0,1
"137","india-socioling","zenith","Z03A60",3,3,8.20698924731183,-2.39822872384762,"female","other","malyam","malyam","",18,"faces","Urdu","urdu","audio","male","white",0,0,0,0,1,0,1
"138","india-socioling","zenith","Z03A60",3,3,8.20698924731183,-2.39822872384762,"female","other","malyam","malyam","",19,"faces","English (India)","english","audio","male","dravidian",0,0,1,0,0,0,1
"139","india-socioling","zenith","Z03A60",3,3,8.20698924731183,-2.39822872384762,"female","other","malyam","malyam","",20,"faces","Hindi","hindi","audio","male","asian",0,0,0,1,0,0,1
"140","india-socioling","zenith","Z03A60",3,3,8.20698924731183,-2.39822872384762,"female","other","malyam","malyam","",21,"faces","Mandarin","chinese","audio","male","dravidian",0,0,1,0,0,0,1
"141","india-socioling","zenith","Z03A60",3,3,8.20698924731183,-2.39822872384762,"female","other","malyam","malyam","",22,"faces","Tamil","tamil","audio","male","asian",0,0,0,1,0,0,1
"142","india-socioling","zenith","Z03A60",3,3,8.20698924731183,-2.39822872384762,"female","other","malyam","malyam","",23,"faces","English (U.S.)","english","audio","male","dravidian",0,0,1,0,0,0,1
"143","india-socioling","zenith","Z03A60",3,3,8.20698924731183,-2.39822872384762,"female","other","malyam","malyam","",24,"faces","Gujarati","gujarati","audio","male","asian",0,0,0,1,0,0,1
