"","study_name","school","id","standard","standard_num","child_age","child_age_centered","child_sex","child_religion","mother_tongue","home_language","friends_language","sequence","question_type","language","army_navy_language","presentation","speaker_gender","face","hindu_face","muslim_face","dravidian_face","asian_face","white_face","no_opinion_face","num_faces"
"40","india-socioling","zenith","Z03A09","3",3,8.45698924731183,-2.14822872384762,"male","muslim","hindi/urdu","hindi/urdu","",12,"faces","Hindi","hindi","label","female","muslim",0,1,0,0,0,0,1
"41","india-socioling","zenith","Z03A09","3",3,8.45698924731183,-2.14822872384762,"male","muslim","hindi/urdu","hindi/urdu","",13,"faces","Marathi","marathi","label","female","dravidian",0,0,1,0,0,0,1
"42","india-socioling","zenith","Z03A09","3",3,8.45698924731183,-2.14822872384762,"male","muslim","hindi/urdu","hindi/urdu","",14,"faces","English","english","label","female","asian",0,0,0,1,0,0,1
"43","india-socioling","zenith","Z03A09","3",3,8.45698924731183,-2.14822872384762,"male","muslim","hindi/urdu","hindi/urdu","",15,"faces","Gujarati","gujarati","label","female","hindu",1,0,0,0,0,0,1
"52","india-socioling","zenith","Z03A09","3",3,8.45698924731183,-2.14822872384762,"male","muslim","hindi/urdu","hindi/urdu","",47,"faces","Tamil","tamil","label","male","white",0,0,0,0,1,0,1
"53","india-socioling","zenith","Z03A09","3",3,8.45698924731183,-2.14822872384762,"male","muslim","hindi/urdu","hindi/urdu","",48,"faces","Urdu","urdu","label","male","hindu",1,0,0,0,0,0,1
"54","india-socioling","zenith","Z03A09","3",3,8.45698924731183,-2.14822872384762,"male","muslim","hindi/urdu","hindi/urdu","",49,"faces","Mandarin","chinese","label","male","asian",0,0,0,1,0,0,1
"55","india-socioling","zenith","Z03A09","3",3,8.45698924731183,-2.14822872384762,"male","muslim","hindi/urdu","hindi/urdu","",50,"faces","Hindi","hindi","label","male","dravidian",0,0,1,0,0,0,1
"56","india-socioling","zenith","Z03A09","3",3,8.45698924731183,-2.14822872384762,"male","muslim","hindi/urdu","hindi/urdu","",51,"faces","Marathi","marathi","label","male","white",0,0,0,0,1,0,1
"57","india-socioling","zenith","Z03A09","3",3,8.45698924731183,-2.14822872384762,"male","muslim","hindi/urdu","hindi/urdu","",52,"faces","English","english","label","male","muslim",0,1,0,0,0,0,1
"58","india-socioling","zenith","Z03A09","3",3,8.45698924731183,-2.14822872384762,"male","muslim","hindi/urdu","hindi/urdu","",53,"faces","Gujarati","gujarati","label","male","asian",0,0,0,1,0,0,1
"75","india-socioling","zenith","Z03A16","3",3,7.69623655913978,-2.90898141201968,"male","muslim","","hindi","",33,"faces","Mandarin","chinese","label","female","dravidian",0,0,1,0,0,0,1
"76","india-socioling","zenith","Z03A16","3",3,7.69623655913978,-2.90898141201968,"male","muslim","","hindi","",34,"faces","Tamil","tamil","label","female","hindu",1,0,0,0,0,0,1
"77","india-socioling","zenith","Z03A16","3",3,7.69623655913978,-2.90898141201968,"male","muslim","","hindi","",35,"faces","Marathi","marathi","label","female","white",0,0,0,0,1,0,1
"78","india-socioling","zenith","Z03A16","3",3,7.69623655913978,-2.90898141201968,"male","muslim","","hindi","",36,"faces","Hindi","hindi","label","female","hindu",1,0,0,0,0,0,1
"79","india-socioling","zenith","Z03A16","3",3,7.69623655913978,-2.90898141201968,"male","muslim","","hindi","",37,"faces","English","english","label","female","asian",0,0,0,1,0,0,1
"80","india-socioling","zenith","Z03A16","3",3,7.69623655913978,-2.90898141201968,"male","muslim","","hindi","",38,"faces","Gujarati","gujarati","label","female","muslim",0,1,0,0,0,0,1
"81","india-socioling","zenith","Z03A16","3",3,7.69623655913978,-2.90898141201968,"male","muslim","","hindi","",39,"faces","Urdu","urdu","label","female","white",0,0,0,0,1,0,1
"82","india-socioling","zenith","Z03A16","3",3,7.69623655913978,-2.90898141201968,"male","muslim","","hindi","",40,"faces","Tamil","tamil","label","male","dravidian",0,0,1,0,0,0,1
"83","india-socioling","zenith","Z03A16","3",3,7.69623655913978,-2.90898141201968,"male","muslim","","hindi","",41,"faces","Urdu","urdu","label","male","hindu",1,0,0,0,0,0,1
"84","india-socioling","zenith","Z03A16","3",3,7.69623655913978,-2.90898141201968,"male","muslim","","hindi","",42,"faces","Mandarin","chinese","label","male","asian",0,0,0,1,0,0,1
"85","india-socioling","zenith","Z03A16","3",3,7.69623655913978,-2.90898141201968,"male","muslim","","hindi","",43,"faces","Hindi","hindi","label","male","hindu",1,0,0,0,0,0,1
"86","india-socioling","zenith","Z03A16","3",3,7.69623655913978,-2.90898141201968,"male","muslim","","hindi","",44,"faces","Marathi","marathi","label","male","muslim",0,1,0,0,0,0,1
"87","india-socioling","zenith","Z03A16","3",3,7.69623655913978,-2.90898141201968,"male","muslim","","hindi","",45,"faces","English","english","label","male","white",0,0,0,0,1,0,1
"88","india-socioling","zenith","Z03A16","3",3,7.69623655913978,-2.90898141201968,"male","muslim","","hindi","",46,"faces","Gujarati","gujarati","label","male","asian",0,0,0,1,0,0,1
"97","india-socioling","zenith","Z03A59","3",3,8.25537634408602,-2.34984162707343,"female","hindu","gujarati","gujarati","",9,"faces","Tamil","tamil","label","female","white",0,0,0,0,1,0,1
"98","india-socioling","zenith","Z03A59","3",3,8.25537634408602,-2.34984162707343,"female","hindu","gujarati","gujarati","",10,"faces","Urdu","urdu","label","female","asian",0,0,0,1,0,0,1
"99","india-socioling","zenith","Z03A59","3",3,8.25537634408602,-2.34984162707343,"female","hindu","gujarati","gujarati","",11,"faces","Mandarin","chinese","label","female","dravidian",0,0,1,0,0,0,1
"100","india-socioling","zenith","Z03A59","3",3,8.25537634408602,-2.34984162707343,"female","hindu","gujarati","gujarati","",12,"faces","Hindi","hindi","label","female","muslim",0,1,0,0,0,0,1
"101","india-socioling","zenith","Z03A59","3",3,8.25537634408602,-2.34984162707343,"female","hindu","gujarati","gujarati","",13,"faces","Marathi","marathi","label","female","hindu",1,0,0,0,0,0,1
"102","india-socioling","zenith","Z03A59","3",3,8.25537634408602,-2.34984162707343,"female","hindu","gujarati","gujarati","",14,"faces","English","english","label","female","white",0,0,0,0,1,0,1
"103","india-socioling","zenith","Z03A59","3",3,8.25537634408602,-2.34984162707343,"female","hindu","gujarati","gujarati","",15,"faces","Gujarati","gujarati","label","female","hindu",1,0,0,0,0,0,1
"112","india-socioling","zenith","Z03A59","3",3,8.25537634408602,-2.34984162707343,"female","hindu","gujarati","gujarati","",47,"faces","Tamil","tamil","label","male","dravidian",0,0,1,0,0,0,1
"113","india-socioling","zenith","Z03A59","3",3,8.25537634408602,-2.34984162707343,"female","hindu","gujarati","gujarati","",48,"faces","Urdu","urdu","label","male","asian",0,0,0,1,0,0,1
"114","india-socioling","zenith","Z03A59","3",3,8.25537634408602,-2.34984162707343,"female","hindu","gujarati","gujarati","",49,"faces","Mandarin","chinese","label","male","muslim",0,1,0,0,0,0,1
"115","india-socioling","zenith","Z03A59","3",3,8.25537634408602,-2.34984162707343,"female","hindu","gujarati","gujarati","",50,"faces","Hindi","hindi","label","male","white",0,0,0,0,1,0,1
"116","india-socioling","zenith","Z03A59","3",3,8.25537634408602,-2.34984162707343,"female","hindu","gujarati","gujarati","",51,"faces","Marathi","marathi","label","male","hindu",1,0,0,0,0,0,1
"117","india-socioling","zenith","Z03A59","3",3,8.25537634408602,-2.34984162707343,"female","hindu","gujarati","gujarati","",52,"faces","English","english","label","male","dravidian",0,0,1,0,0,0,1
"118","india-socioling","zenith","Z03A59","3",3,8.25537634408602,-2.34984162707343,"female","hindu","gujarati","gujarati","",53,"faces","Gujarati","gujarati","label","male","white",0,0,0,0,1,0,1
"135","india-socioling","zenith","Z03A60","3",3,8.20698924731183,-2.39822872384762,"female","other","malyam","malyam","",33,"faces","Mandarin","chinese","label","female","asian",0,0,0,1,0,0,1
"136","india-socioling","zenith","Z03A60","3",3,8.20698924731183,-2.39822872384762,"female","other","malyam","malyam","",34,"faces","Tamil","tamil","label","female","hindu",1,0,0,0,0,0,1
"137","india-socioling","zenith","Z03A60","3",3,8.20698924731183,-2.39822872384762,"female","other","malyam","malyam","",35,"faces","Marathi","marathi","label","female","dravidian",0,0,1,0,0,0,1
"138","india-socioling","zenith","Z03A60","3",3,8.20698924731183,-2.39822872384762,"female","other","malyam","malyam","",36,"faces","Hindi","hindi","label","female","white",0,0,0,0,1,0,1
"139","india-socioling","zenith","Z03A60","3",3,8.20698924731183,-2.39822872384762,"female","other","malyam","malyam","",37,"faces","English","english","label","female","muslim",0,1,0,0,0,0,1
"140","india-socioling","zenith","Z03A60","3",3,8.20698924731183,-2.39822872384762,"female","other","malyam","malyam","",38,"faces","Gujarati","gujarati","label","female","asian",0,0,0,1,0,0,1
"141","india-socioling","zenith","Z03A60","3",3,8.20698924731183,-2.39822872384762,"female","other","malyam","malyam","",39,"faces","Urdu","urdu","label","female","muslim",0,1,0,0,0,0,1
"142","india-socioling","zenith","Z03A60","3",3,8.20698924731183,-2.39822872384762,"female","other","malyam","malyam","",40,"faces","Tamil","tamil","label","male","muslim",0,1,0,0,0,0,1
"143","india-socioling","zenith","Z03A60","3",3,8.20698924731183,-2.39822872384762,"female","other","malyam","malyam","",41,"faces","Urdu","urdu","label","male","hindu",1,0,0,0,0,0,1
"144","india-socioling","zenith","Z03A60","3",3,8.20698924731183,-2.39822872384762,"female","other","malyam","malyam","",42,"faces","Mandarin","chinese","label","male","dravidian",0,0,1,0,0,0,1
"145","india-socioling","zenith","Z03A60","3",3,8.20698924731183,-2.39822872384762,"female","other","malyam","malyam","",43,"faces","Hindi","hindi","label","male","asian",0,0,0,1,0,0,1
"146","india-socioling","zenith","Z03A60","3",3,8.20698924731183,-2.39822872384762,"female","other","malyam","malyam","",44,"faces","Marathi","marathi","label","male","white",0,0,0,0,1,0,1
"147","india-socioling","zenith","Z03A60","3",3,8.20698924731183,-2.39822872384762,"female","other","malyam","malyam","",45,"faces","English","english","label","male","muslim",0,1,0,0,0,0,1
"148","india-socioling","zenith","Z03A60","3",3,8.20698924731183,-2.39822872384762,"female","other","malyam","malyam","",46,"faces","Gujarati","gujarati","label","male","white",0,0,0,0,1,0,1
"165","india-socioling","zenith","Z03B58","3",3,8.13440860215054,-2.47080936900892,"female","muslim","hindi","hindi","hindi english",29,"faces","Marathi","marathi","label","female","dravidian",0,0,1,0,0,0,1
"166","india-socioling","zenith","Z03B58","3",3,8.13440860215054,-2.47080936900892,"female","muslim","hindi","hindi","hindi english",30,"faces","Hindi","hindi","label","female","hindu",1,0,0,0,0,0,1
"167","india-socioling","zenith","Z03B58","3",3,8.13440860215054,-2.47080936900892,"female","muslim","hindi","hindi","hindi english",31,"faces","Mandarin","chinese","label","female","asian",0,0,0,1,0,0,1
"168","india-socioling","zenith","Z03B58","3",3,8.13440860215054,-2.47080936900892,"female","muslim","hindi","hindi","hindi english",32,"faces","Tamil","tamil","label","female","muslim",0,1,0,0,0,0,1
"169","india-socioling","zenith","Z03B58","3",3,8.13440860215054,-2.47080936900892,"female","muslim","hindi","hindi","hindi english",33,"faces","English","english","label","female","white",0,0,0,0,1,0,1
"170","india-socioling","zenith","Z03B58","3",3,8.13440860215054,-2.47080936900892,"female","muslim","hindi","hindi","hindi english",34,"faces","Urdu","urdu","label","female","muslim",0,1,0,0,0,0,1
"171","india-socioling","zenith","Z03B58","3",3,8.13440860215054,-2.47080936900892,"female","muslim","hindi","hindi","hindi english",35,"faces","Gujarati","gujarati","label","female","hindu",1,0,0,0,0,0,1
"172","india-socioling","zenith","Z03B58","3",3,8.13440860215054,-2.47080936900892,"female","muslim","hindi","hindi","hindi english",36,"faces","English","english","label","male","white",0,0,0,0,1,0,1
"173","india-socioling","zenith","Z03B58","3",3,8.13440860215054,-2.47080936900892,"female","muslim","hindi","hindi","hindi english",37,"faces","Urdu","urdu","label","male","muslim",0,1,0,0,0,0,1
"174","india-socioling","zenith","Z03B58","3",3,8.13440860215054,-2.47080936900892,"female","muslim","hindi","hindi","hindi english",38,"faces","Mandarin","chinese","label","male","asian",0,0,0,1,0,0,1
"175","india-socioling","zenith","Z03B58","3",3,8.13440860215054,-2.47080936900892,"female","muslim","hindi","hindi","hindi english",39,"faces","Hindi","hindi","label","male","dravidian",0,0,1,0,0,0,1
"176","india-socioling","zenith","Z03B58","3",3,8.13440860215054,-2.47080936900892,"female","muslim","hindi","hindi","hindi english",40,"faces","Marathi","marathi","label","male","hindu",1,0,0,0,0,0,1
"177","india-socioling","zenith","Z03B58","3",3,8.13440860215054,-2.47080936900892,"female","muslim","hindi","hindi","hindi english",41,"faces","Tamil","tamil","label","male","dravidian",0,0,1,0,0,0,1
"178","india-socioling","zenith","Z03B58","3",3,8.13440860215054,-2.47080936900892,"female","muslim","hindi","hindi","hindi english",42,"faces","Gujarati","gujarati","label","male","hindu",1,0,0,0,0,0,1
"195","india-socioling","zenith","Z03C01","3",3,8.36827956989247,-2.23693840126698,"male","muslim","hindi","hindi","hindi",33,"faces","Mandarin","chinese","label","female","asian",0,0,0,1,0,0,1
"196","india-socioling","zenith","Z03C01","3",3,8.36827956989247,-2.23693840126698,"male","muslim","hindi","hindi","hindi",34,"faces","Tamil","tamil","label","female","hindu",1,0,0,0,0,0,1
"197","india-socioling","zenith","Z03C01","3",3,8.36827956989247,-2.23693840126698,"male","muslim","hindi","hindi","hindi",35,"faces","Marathi","marathi","label","female","dravidian",0,0,1,0,0,0,1
"198","india-socioling","zenith","Z03C01","3",3,8.36827956989247,-2.23693840126698,"male","muslim","hindi","hindi","hindi",36,"faces","Hindi","hindi","label","female","muslim",0,1,0,0,0,0,1
"199","india-socioling","zenith","Z03C01","3",3,8.36827956989247,-2.23693840126698,"male","muslim","hindi","hindi","hindi",37,"faces","English","english","label","female","white",0,0,0,0,1,0,1
"200","india-socioling","zenith","Z03C01","3",3,8.36827956989247,-2.23693840126698,"male","muslim","hindi","hindi","hindi",38,"faces","Gujarati","gujarati","label","female","dravidian",0,0,1,0,0,0,1
"201","india-socioling","zenith","Z03C01","3",3,8.36827956989247,-2.23693840126698,"male","muslim","hindi","hindi","hindi",39,"faces","Urdu","urdu","label","female","muslim",0,1,0,0,0,0,1
"202","india-socioling","zenith","Z03C01","3",3,8.36827956989247,-2.23693840126698,"male","muslim","hindi","hindi","hindi",40,"faces","Hindi","hindi","label","male","hindu",1,0,0,0,0,0,1
"203","india-socioling","zenith","Z03C01","3",3,8.36827956989247,-2.23693840126698,"male","muslim","hindi","hindi","hindi",41,"faces","Marathi","marathi","label","male","dravidian",0,0,1,0,0,0,1
"204","india-socioling","zenith","Z03C01","3",3,8.36827956989247,-2.23693840126698,"male","muslim","hindi","hindi","hindi",42,"faces","Tamil","tamil","label","male","hindu",1,0,0,0,0,0,1
"205","india-socioling","zenith","Z03C01","3",3,8.36827956989247,-2.23693840126698,"male","muslim","hindi","hindi","hindi",43,"faces","English","english","label","male","white",0,0,0,0,1,0,1
"206","india-socioling","zenith","Z03C01","3",3,8.36827956989247,-2.23693840126698,"male","muslim","hindi","hindi","hindi",44,"faces","Urdu","urdu","label","male","muslim",0,1,0,0,0,0,1
"207","india-socioling","zenith","Z03C01","3",3,8.36827956989247,-2.23693840126698,"male","muslim","hindi","hindi","hindi",45,"faces","Gujarati","gujarati","label","male","hindu",1,0,0,0,0,0,1
"208","india-socioling","zenith","Z03C01","3",3,8.36827956989247,-2.23693840126698,"male","muslim","hindi","hindi","hindi",46,"faces","Mandarin","chinese","label","male","asian",0,0,0,1,0,0,1
"225","india-socioling","zenith","Z03C02","3",3,7.75806451612903,-2.84715345503042,"male","muslim","hindi","hindi","hindi",33,"faces","Mandarin","chinese","label","female","asian",0,0,0,1,0,0,1
"226","india-socioling","zenith","Z03C02","3",3,7.75806451612903,-2.84715345503042,"male","muslim","hindi","hindi","hindi",34,"faces","Tamil","tamil","label","female","dravidian",0,0,1,0,0,0,1
"227","india-socioling","zenith","Z03C02","3",3,7.75806451612903,-2.84715345503042,"male","muslim","hindi","hindi","hindi",35,"faces","Marathi","marathi","label","female","hindu",1,0,0,0,0,0,1
"228","india-socioling","zenith","Z03C02","3",3,7.75806451612903,-2.84715345503042,"male","muslim","hindi","hindi","hindi",36,"faces","Hindi","hindi","label","female","muslim",0,1,0,0,0,0,1
"229","india-socioling","zenith","Z03C02","3",3,7.75806451612903,-2.84715345503042,"male","muslim","hindi","hindi","hindi",37,"faces","English","english","label","female","muslim",0,1,0,0,0,0,1
"230","india-socioling","zenith","Z03C02","3",3,7.75806451612903,-2.84715345503042,"male","muslim","hindi","hindi","hindi",38,"faces","Gujarati","gujarati","label","female","hindu",1,0,0,0,0,0,1
"231","india-socioling","zenith","Z03C02","3",3,7.75806451612903,-2.84715345503042,"male","muslim","hindi","hindi","hindi",39,"faces","Urdu","urdu","label","female","muslim",0,1,0,0,0,0,1
"232","india-socioling","zenith","Z03C02","3",3,7.75806451612903,-2.84715345503042,"male","muslim","hindi","hindi","hindi",40,"faces","Hindi","hindi","label","male","muslim",0,1,0,0,0,0,1
"233","india-socioling","zenith","Z03C02","3",3,7.75806451612903,-2.84715345503042,"male","muslim","hindi","hindi","hindi",41,"faces","Marathi","marathi","label","male","dravidian",0,0,1,0,0,0,1
"234","india-socioling","zenith","Z03C02","3",3,7.75806451612903,-2.84715345503042,"male","muslim","hindi","hindi","hindi",42,"faces","Tamil","tamil","label","male","white",0,0,0,0,1,0,1
"235","india-socioling","zenith","Z03C02","3",3,7.75806451612903,-2.84715345503042,"male","muslim","hindi","hindi","hindi",43,"faces","English","english","label","male","muslim",0,1,0,0,0,0,1
"236","india-socioling","zenith","Z03C02","3",3,7.75806451612903,-2.84715345503042,"male","muslim","hindi","hindi","hindi",44,"faces","Urdu","urdu","label","male","muslim",0,1,0,0,0,0,1
"237","india-socioling","zenith","Z03C02","3",3,7.75806451612903,-2.84715345503042,"male","muslim","hindi","hindi","hindi",45,"faces","Gujarati","gujarati","label","male","dravidian",0,0,1,0,0,0,1
"238","india-socioling","zenith","Z03C02","3",3,7.75806451612903,-2.84715345503042,"male","muslim","hindi","hindi","hindi",46,"faces","Mandarin","chinese","label","male","hindu",1,0,0,0,0,0,1
"255","india-socioling","zenith","Z03C04","3",3,9,-1.60521797115945,"male","muslim","gujarati","gujarati","gujarati hindi",33,"faces","Mandarin","chinese","label","female","asian",0,0,0,1,0,0,1
"256","india-socioling","zenith","Z03C04","3",3,9,-1.60521797115945,"male","muslim","gujarati","gujarati","gujarati hindi",34,"faces","Tamil","tamil","label","female","hindu",1,0,0,0,0,0,1
"257","india-socioling","zenith","Z03C04","3",3,9,-1.60521797115945,"male","muslim","gujarati","gujarati","gujarati hindi",35,"faces","Marathi","marathi","label","female","dravidian",0,0,1,0,0,0,1
"258","india-socioling","zenith","Z03C04","3",3,9,-1.60521797115945,"male","muslim","gujarati","gujarati","gujarati hindi",36,"faces","Hindi","hindi","label","female","muslim",0,1,0,0,0,0,1
"259","india-socioling","zenith","Z03C04","3",3,9,-1.60521797115945,"male","muslim","gujarati","gujarati","gujarati hindi",37,"faces","English","english","label","female","white",0,0,0,0,1,0,1
"260","india-socioling","zenith","Z03C04","3",3,9,-1.60521797115945,"male","muslim","gujarati","gujarati","gujarati hindi",38,"faces","Gujarati","gujarati","label","female","hindu",1,0,0,0,0,0,1
"261","india-socioling","zenith","Z03C04","3",3,9,-1.60521797115945,"male","muslim","gujarati","gujarati","gujarati hindi",39,"faces","Urdu","urdu","label","female","muslim",0,1,0,0,0,0,1
"262","india-socioling","zenith","Z03C04","3",3,9,-1.60521797115945,"male","muslim","gujarati","gujarati","gujarati hindi",40,"faces","Hindi","hindi","label","male","hindu",1,0,0,0,0,0,1
"263","india-socioling","zenith","Z03C04","3",3,9,-1.60521797115945,"male","muslim","gujarati","gujarati","gujarati hindi",41,"faces","Marathi","marathi","label","male","hindu",1,0,0,0,0,0,1
"264","india-socioling","zenith","Z03C04","3",3,9,-1.60521797115945,"male","muslim","gujarati","gujarati","gujarati hindi",42,"faces","Tamil","tamil","label","male","hindu",1,0,0,0,0,0,1
"265","india-socioling","zenith","Z03C04","3",3,9,-1.60521797115945,"male","muslim","gujarati","gujarati","gujarati hindi",43,"faces","English","english","label","male","white",0,0,0,0,1,0,1
"266","india-socioling","zenith","Z03C04","3",3,9,-1.60521797115945,"male","muslim","gujarati","gujarati","gujarati hindi",44,"faces","Urdu","urdu","label","male","muslim",0,1,0,0,0,0,1
"267","india-socioling","zenith","Z03C04","3",3,9,-1.60521797115945,"male","muslim","gujarati","gujarati","gujarati hindi",45,"faces","Gujarati","gujarati","label","male","hindu",1,0,0,0,0,0,1
"268","india-socioling","zenith","Z03C04","3",3,9,-1.60521797115945,"male","muslim","gujarati","gujarati","gujarati hindi",46,"faces","Mandarin","chinese","label","male","asian",0,0,0,1,0,0,1
"285","india-socioling","zenith","Z03C06","3",3,8,-2.60521797115945,"male","muslim","hindi","hindi","hindi",29,"faces","Marathi","marathi","label","female","hindu",1,0,0,0,0,0,1
"286","india-socioling","zenith","Z03C06","3",3,8,-2.60521797115945,"male","muslim","hindi","hindi","hindi",30,"faces","Hindi","hindi","label","female","muslim",0,1,0,0,0,0,1
"287","india-socioling","zenith","Z03C06","3",3,8,-2.60521797115945,"male","muslim","hindi","hindi","hindi",31,"faces","Mandarin","chinese","label","female","muslim",0,1,0,0,0,0,1
"288","india-socioling","zenith","Z03C06","3",3,8,-2.60521797115945,"male","muslim","hindi","hindi","hindi",32,"faces","Tamil","tamil","label","female","hindu",1,0,0,0,0,0,1
"289","india-socioling","zenith","Z03C06","3",3,8,-2.60521797115945,"male","muslim","hindi","hindi","hindi",33,"faces","English","english","label","female","white",0,0,0,0,1,0,1
"290","india-socioling","zenith","Z03C06","3",3,8,-2.60521797115945,"male","muslim","hindi","hindi","hindi",34,"faces","Urdu","urdu","label","female","muslim",0,1,0,0,0,0,1
"291","india-socioling","zenith","Z03C06","3",3,8,-2.60521797115945,"male","muslim","hindi","hindi","hindi",35,"faces","Gujarati","gujarati","label","female","hindu",1,0,0,0,0,0,1
"292","india-socioling","zenith","Z03C06","3",3,8,-2.60521797115945,"male","muslim","hindi","hindi","hindi",36,"faces","English","english","label","male","white",0,0,0,0,1,0,1
"293","india-socioling","zenith","Z03C06","3",3,8,-2.60521797115945,"male","muslim","hindi","hindi","hindi",37,"faces","Urdu","urdu","label","male","muslim",0,1,0,0,0,0,1
"294","india-socioling","zenith","Z03C06","3",3,8,-2.60521797115945,"male","muslim","hindi","hindi","hindi",38,"faces","Mandarin","chinese","label","male","asian",0,0,0,1,0,0,1
"295","india-socioling","zenith","Z03C06","3",3,8,-2.60521797115945,"male","muslim","hindi","hindi","hindi",39,"faces","Hindi","hindi","label","male","dravidian",0,0,1,0,0,0,1
"296","india-socioling","zenith","Z03C06","3",3,8,-2.60521797115945,"male","muslim","hindi","hindi","hindi",40,"faces","Marathi","marathi","label","male","hindu",1,0,0,0,0,0,1
"297","india-socioling","zenith","Z03C06","3",3,8,-2.60521797115945,"male","muslim","hindi","hindi","hindi",41,"faces","Tamil","tamil","label","male","white",0,0,0,0,1,0,1
"298","india-socioling","zenith","Z03C06","3",3,8,-2.60521797115945,"male","muslim","hindi","hindi","hindi",42,"faces","Gujarati","gujarati","label","male","hindu",1,0,0,0,0,0,1
"315","india-socioling","zenith","Z03C07","3",3,8.6,-2.00521797115946,"male","hindu","gujarat","gujarati","gujarat hindi",33,"faces","Mandarin","chinese","label","female","white",0,0,0,0,1,0,1
"316","india-socioling","zenith","Z03C07","3",3,8.6,-2.00521797115946,"male","hindu","gujarat","gujarati","gujarat hindi",34,"faces","Tamil","tamil","label","female","dravidian",0,0,1,0,0,0,1
"317","india-socioling","zenith","Z03C07","3",3,8.6,-2.00521797115946,"male","hindu","gujarat","gujarati","gujarat hindi",35,"faces","Marathi","marathi","label","female","dravidian",0,0,1,0,0,0,1
"318","india-socioling","zenith","Z03C07","3",3,8.6,-2.00521797115946,"male","hindu","gujarat","gujarati","gujarat hindi",36,"faces","Hindi","hindi","label","female","dravidian",0,0,1,0,0,0,1
"319","india-socioling","zenith","Z03C07","3",3,8.6,-2.00521797115946,"male","hindu","gujarat","gujarati","gujarat hindi",37,"faces","English","english","label","female","white",0,0,0,0,1,0,1
"320","india-socioling","zenith","Z03C07","3",3,8.6,-2.00521797115946,"male","hindu","gujarat","gujarati","gujarat hindi",38,"faces","Gujarati","gujarati","label","female","asian",0,0,0,1,0,0,1
