"","study_name","school","id","standard","standard_num","child_age","child_age_centered","child_sex","child_religion","mother_tongue","home_language","friends_language","sequence","question_type","language","army_navy_language","presentation","speaker_gender","face","hindu_face","muslim_face","dravidian_face","asian_face","white_face","no_opinion_face","num_faces"
"43","india-socioling","zenith","Z07A19","7",7,12,1.39791512763687,"male","muslim","hindi","hindi","hindi english",17,"faces","English (India)","english","audio","male","white",0,0,0,0,1,0,1
"44","india-socioling","zenith","Z07A20","7",7,12,1.39791512763687,"male","muslim","hindi","hindi","hindi",17,"faces","English (India)","english","audio","male","white",0,0,0,0,1,0,1
"45","india-socioling","zenith","Z07A21","7",7,12,1.39791512763687,"male","hindu","hindi","hindi","hindi gujarati",17,"faces","English (India)","english","audio","male","white",0,0,0,0,1,0,1
"46","india-socioling","zenith","Z07A41","7",7,12,1.39791512763687,"female","hindu","sindhi","hindi","hindi gujarati",17,"faces","English (India)","english","audio","male","white",0,0,0,0,1,0,1
"47","india-socioling","zenith","Z07A43","7",7,12,1.39791512763687,"female","muslim","hindi","hindi","hindi",17,"faces","English (India)","english","audio","male","white",0,0,0,0,1,0,1
"48","india-socioling","zenith","Z07A46","7",7,12,1.39791512763687,"female","muslim","hindi","hindi","hindi english",17,"faces","English (India)","english","audio","male","white",0,0,0,0,1,0,1
"49","india-socioling","zenith","Z07A48","7",7,12,1.39791512763687,"female","muslim","hindi","hindi","hindi gujarati",17,"faces","English (India)","english","audio","male","white",0,0,0,0,1,0,1
"50","india-socioling","zenith","Z07A51","7",7,13,2.39791512763687,"female","muslim","hindi","hindi","hindi",17,"faces","English (India)","english","audio","male","white",0,0,0,0,1,0,1
"51","india-socioling","zenith","Z07A56","7",7,13,2.39791512763687,"female","hindu","hindi","hindi","hindi gujarati",17,"faces","English (India)","english","audio","male","white",0,0,0,0,1,0,1
"52","india-socioling","zenith","Z07A58","7",7,12,1.39791512763687,"female","hindu","hindi","hindi","hindi english",17,"faces","English (India)","english","audio","male","white",0,0,0,0,1,0,1
"53","india-socioling","zenith","Z07B05","7",7,12,1.39791512763687,"male","muslim","hindi","hindi","hindi",17,"faces","English (India)","english","audio","male","white",0,0,0,0,1,0,1
"54","india-socioling","zenith","Z07B12","7",7,13,2.39791512763687,"male","muslim","hindi","hindi","hindi",17,"faces","English (India)","english","audio","male","white",0,0,0,0,1,0,1
"55","india-socioling","zenith","Z07B41","7",7,12,1.39791512763687,"female","muslim","hindi","hindi","hindi gujarati",17,"faces","English (India)","english","audio","male","white",0,0,0,0,1,0,1
"56","india-socioling","zenith","Z07B55","7",7,13,2.39791512763687,"female","muslim","hindi","hindi","hindi gujarati",17,"faces","English (India)","english","audio","male","white",0,0,0,0,1,0,1
"57","india-socioling","zenith","Z05C46","5",5,10,-0.602084872363129,"female","muslim","hindi","hindi english","hindi english",17,"faces","English (India)","english","audio","male","dravidian",0,0,1,0,0,0,1
"58","india-socioling","zenith","Z07A39","7",7,12,1.39791512763687,"female","hindu","sindi","hindi english","english",17,"faces","English (India)","english","audio","male","asian white",0,0,0,1,1,0,2
"59","india-socioling","zenith","Z07A50","7",7,13,2.39791512763687,"female","muslim","hindi","hindi gujarati english","hindi english",17,"faces","English (India)","english","audio","male","asian white",0,0,0,1,1,0,2
"60","india-socioling","zenith","Z03C47","3",3,8.3,-2.30208487236313,"female","hindu","hindi","hindi punjabi","hindi punjabi",17,"faces","English (India)","english","audio","male","white",0,0,0,0,1,0,1
"61","india-socioling","zenith","Z07A02","7",7,12,1.39791512763687,"male","hindu","sindhi","hindi sindhi","gujarati hindi",17,"faces","English (India)","english","audio","male","dravidian hindu white",1,0,1,0,1,0,3
"62","india-socioling","zenith","Z07B06","7",7,13,2.39791512763687,"male","hindu","sindhi","hindi sindhi english gujarati","hindi gujarati",17,"faces","English (India)","english","audio","male","white",0,0,0,0,1,0,1
"63","india-socioling","zenith","Z05B56","5",5,11,0.397915127636871,"female","muslim","hindi, urdu","hindi urdu","hindi gujarati english",17,"faces","English (India)","english","audio","male","white",0,0,0,0,1,0,1
"64","india-socioling","zenith","Z03C48","3",3,7.9,-2.70208487236313,"female","hindu","kathiyawadi","kathiyawadi","gujarati",17,"faces","English (India)","english","audio","male","dravidian",0,0,1,0,0,0,1
"65","india-socioling","zenith","Z03C10","3",3,8.4,-2.20208487236313,"male","hindu","marathi","marathi","marathi",17,"faces","English (India)","english","audio","male","dravidian",0,0,1,0,0,0,1
"66","india-socioling","zenith","Z03C14","3",3,8.1,-2.50208487236313,"male","hindu","marathi","marathi","marathi gujarati",17,"faces","English (India)","english","audio","male","asian",0,0,0,1,0,0,1
"67","india-socioling","zenith","Z05B62","5",5,10,-0.602084872363129,"female","hindu","marathi","marathi","gujarati hindi",17,"faces","English (India)","english","audio","male","white",0,0,0,0,1,0,1
"68","india-socioling","zenith","Z05C04","5",5,10,-0.602084872363129,"male","hindu","marathi","marathi","hindi english marathi",17,"faces","English (India)","english","audio","male","white",0,0,0,0,1,0,1
"69","india-socioling","zenith","Z05C09","5",5,10,-0.602084872363129,"male","hindu","marathi","marathi","hindi",17,"faces","English (India)","english","audio","male","white",0,0,0,0,1,0,1
"70","india-socioling","zenith","Z05C49","5",5,10,-0.602084872363129,"female","hindu","marathi","marathi","marathi hindi gujarati",17,"faces","English (India)","english","audio","male","white",0,0,0,0,1,0,1
"71","india-socioling","zenith","Z07A01","7",7,12,1.39791512763687,"male","hindu","marathi","marathi","hindi marathi gujarati",17,"faces","English (India)","english","audio","male","white",0,0,0,0,1,0,1
"72","india-socioling","zenith","Z07A06","7",7,13,2.39791512763687,"male","hindu","marathi","marathi","hindi gujarati marathi english",17,"faces","English (India)","english","audio","male","hindu",1,0,0,0,0,0,1
"73","india-socioling","zenith","Z07A47","7",7,13,2.39791512763687,"female","hindu","marathi","marathi","hindi gujarati",17,"faces","English (India)","english","audio","male","white",0,0,0,0,1,0,1
"74","india-socioling","zenith","Z07B08","7",7,12,1.39791512763687,"male","hindu","marathi","marathi","gujarati hindi english marathi",17,"faces","English (India)","english","audio","male","white",0,0,0,0,1,0,1
"75","india-socioling","zenith","Z07B40","7",7,12,1.39791512763687,"female","hindu","marathi","marathi","hindi gujarati marathi",17,"faces","English (India)","english","audio","male","white",0,0,0,0,1,0,1
"76","india-socioling","zenith","Z07B43","7",7,12,1.39791512763687,"female","hindu","marathi","marathi","gujarati hindi",17,"faces","English (India)","english","audio","male","white",0,0,0,0,1,0,1
"77","india-socioling","zenith","Z07B07","7",7,13,2.39791512763687,"male","hindu","marathi","marathi hindi","hindi gujarati",17,"faces","English (India)","english","audio","male","white",0,0,0,0,1,0,1
"78","india-socioling","zenith","Z07A04","7",7,12,1.39791512763687,"male","hindu","","","",17,"faces","English (India)","english","audio","male","white",0,0,0,0,1,0,1
"79","india-socioling","zenith","Z03C07","3",3,8.6,-2.00208487236313,"male","hindu","gujarat","gujarati","gujarat hindi",18,"faces","Hindi","hindi","audio","male","dravidian",0,0,1,0,0,0,1
"80","india-socioling","zenith","Z05C10","5",5,10,-0.602084872363129,"male","muslim","gujarati, hindi, english","gujarati","hindi gujarati",18,"faces","Hindi","hindi","audio","male","muslim",0,1,0,0,0,0,1
"81","india-socioling","zenith","Z03C04","3",3,9,-1.60208487236313,"male","muslim","gujarati","gujarati","gujarati hindi",18,"faces","Hindi","hindi","audio","male","muslim",0,1,0,0,0,0,1
"82","india-socioling","zenith","Z03C49","3",3,8,-2.60208487236313,"female","muslim","gujarati","gujarati","hindi gujarati",18,"faces","Hindi","hindi","audio","male","asian",0,0,0,1,0,0,1
"83","india-socioling","zenith","Z05C06","5",5,10,-0.602084872363129,"male","other","gujarati","gujarati","hindi gujarati",18,"faces","Hindi","hindi","audio","male","muslim",0,1,0,0,0,0,1
"84","india-socioling","zenith","Z05C45","5",5,10,-0.602084872363129,"female","hindu","gujarati","gujarati","hindi",18,"faces","Hindi","hindi","audio","male","hindu",1,0,0,0,0,0,1
"85","india-socioling","zenith","Z05C50","5",5,9.7,-0.90208487236313,"female","hindu","gujarati","gujarati","gujarati hindi",18,"faces","Hindi","hindi","audio","male","hindu",1,0,0,0,0,0,1
"86","india-socioling","zenith","Z07A09","7",7,12,1.39791512763687,"male",NA,"gujarati","gujarati","hindi gujarati",18,"faces","Hindi","hindi","audio","male","dravidian",0,0,1,0,0,0,1
"87","india-socioling","zenith","Z07A10","7",7,13,2.39791512763687,"male","muslim","hindi","gujarati","hindi english gujarati",18,"faces","Hindi","hindi","audio","male","hindu muslim",1,1,0,0,0,0,2
"88","india-socioling","zenith","Z07A12","7",7,13,2.39791512763687,"male","hindu","hindi","gujarati","hindi",18,"faces","Hindi","hindi","audio","male","hindu",1,0,0,0,0,0,1
"89","india-socioling","zenith","Z07A13","7",7,12,1.39791512763687,"male",NA,"gujarati","gujarati","hindi",18,"faces","Hindi","hindi","audio","male","hindu muslim",1,1,0,0,0,0,2
"90","india-socioling","zenith","Z07A14","7",7,13,2.39791512763687,"male","hindu","gujarati","gujarati","hindi",18,"faces","Hindi","hindi","audio","male","hindu",1,0,0,0,0,0,1
"91","india-socioling","zenith","Z07A40","7",7,12,1.39791512763687,"female","muslim","gujarati","gujarati","hindi gujarati",18,"faces","Hindi","hindi","audio","male","muslim",0,1,0,0,0,0,1
"92","india-socioling","zenith","Z07A45","7",7,12,1.39791512763687,"female","muslim","gujarati","gujarati","gujarati",18,"faces","Hindi","hindi","audio","male","muslim",0,1,0,0,0,0,1
"93","india-socioling","zenith","Z07A55","7",7,13,2.39791512763687,"female","hindu","gujarati","gujarati","hindi gujarati",18,"faces","Hindi","hindi","audio","male","muslim",0,1,0,0,0,0,1
"94","india-socioling","zenith","Z07A59","7",7,13,2.39791512763687,"female","hindu","gujarati","gujarati","gujarati hindi",18,"faces","Hindi","hindi","audio","male","hindu",1,0,0,0,0,0,1
"95","india-socioling","zenith","Z07B03","7",7,12,1.39791512763687,"male","hindu","gujarati","gujarati","gujarati hindi",18,"faces","Hindi","hindi","audio","male","muslim",0,1,0,0,0,0,1
"96","india-socioling","zenith","Z07B11","7",7,13,2.39791512763687,"male","other","gujarati","gujarati","gujarati",18,"faces","Hindi","hindi","audio","male","muslim",0,1,0,0,0,0,1
"97","india-socioling","zenith","Z07B21","7",7,13,2.39791512763687,"male","muslim","gujarati","gujarati","hindi",18,"faces","Hindi","hindi","audio","male","muslim",0,1,0,0,0,0,1
"98","india-socioling","zenith","Z07B38","7",7,13,2.39791512763687,"female","hindu","marathi","gujarati","hindi english gujarati",18,"faces","Hindi","hindi","audio","male","dravidian",0,0,1,0,0,0,1
"99","india-socioling","zenith","Z07B48","7",7,12,1.39791512763687,"female","muslim","gujarati","gujarati","hindi gujarati",18,"faces","Hindi","hindi","audio","male","muslim",0,1,0,0,0,0,1
"100","india-socioling","zenith","Z05B11","5",5,11,0.397915127636871,"male","hindu","gujarati","gujarati english","gujarati",18,"faces","Hindi","hindi","audio","male","hindu",1,0,0,0,0,0,1
"101","india-socioling","zenith","Z05B55","5",5,10,-0.602084872363129,"female","muslim","gujarati","gujarati english","hindi english",18,"faces","Hindi","hindi","audio","male","muslim",0,1,0,0,0,0,1
"102","india-socioling","zenith","Z05B12","5",5,11,0.397915127636871,"male","muslim","hindi, gujarati","gujarati english hindi","gujarati hindi",18,"faces","Hindi","hindi","audio","male","muslim",0,1,0,0,0,0,1
"103","india-socioling","zenith","Z05B19","5",5,11,0.397915127636871,"male","hindu","gujarati","gujarati english hindi","english gujarati",18,"faces","Hindi","hindi","audio","male","muslim",0,1,0,0,0,0,1
"104","india-socioling","zenith","Z07A05","7",7,12,1.39791512763687,"male","muslim","gujarati","gujarati hindi","gujarati hindi",18,"faces","Hindi","hindi","audio","male","muslim",0,1,0,0,0,0,1
"105","india-socioling","zenith","Z05B17","5",5,10,-0.602084872363129,"male","hindu","gujarati","gujarati hindi english","hindi gujarati",18,"faces","Hindi","hindi","audio","male","muslim",0,1,0,0,0,0,1
"106","india-socioling","zenith","Z07A42","7",7,12,1.39791512763687,"female","hindu","gujarati","gujarati hindi sindhi","hindi",18,"faces","Hindi","hindi","audio","male","hindu",1,0,0,0,0,0,1
"107","india-socioling","zenith","Z07B39","7",7,12,1.39791512763687,"female","hindu","gujarati","gujarati polish","hindi gujarati",18,"faces","Hindi","hindi","audio","male","muslim",0,1,0,0,0,0,1
"108","india-socioling","zenith","Z05C44","5",5,10,-0.602084872363129,"female","hindu","hindi","hind english gujarati","hind english gujarati",18,"faces","Hindi","hindi","audio","male","hindu",1,0,0,0,0,0,1
"109","india-socioling","zenith","Z03C01","3",3,8.36827956989247,-2.23380530247066,"male","muslim","hindi","hindi","hindi",18,"faces","Hindi","hindi","audio","male","muslim",0,1,0,0,0,0,1
"110","india-socioling","zenith","Z03C02","3",3,7.75806451612903,-2.8440203562341,"male","muslim","hindi","hindi","hindi",18,"faces","Hindi","hindi","audio","male","muslim",0,1,0,0,0,0,1
"111","india-socioling","zenith","Z03C43","3",3,8,-2.60208487236313,"female","muslim","hindi","hindi","hindi",18,"faces","Hindi","hindi","audio","male","hindu",1,0,0,0,0,0,1
"112","india-socioling","zenith","Z03C44","3",3,8.7,-1.90208487236313,"female","hindu","hindi","hindi","hindi gujarati",18,"faces","Hindi","hindi","audio","male","hindu",1,0,0,0,0,0,1
"113","india-socioling","zenith","Z03C46","3",3,7.8,-2.80208487236313,"female","muslim","hindi","hindi","hindi",18,"faces","Hindi","hindi","audio","male","dravidian",0,0,1,0,0,0,1
"114","india-socioling","zenith","Z05B05","5",5,10,-0.602084872363129,"male","muslim","hindi","hindi","hindi",18,"faces","Hindi","hindi","audio","male","hindu",1,0,0,0,0,0,1
"115","india-socioling","zenith","Z05B20","5",5,10,-0.602084872363129,"male","muslim","hindi","hindi","hindi",18,"faces","Hindi","hindi","audio","male","dravidian",0,0,1,0,0,0,1
"116","india-socioling","zenith","Z05C48","5",5,10,-0.602084872363129,"female","muslim","gujarati","hindi","english hindi",18,"faces","Hindi","hindi","audio","male","muslim",0,1,0,0,0,0,1
"117","india-socioling","zenith","Z05C56","5",5,10,-0.602084872363129,"female","muslim","hindi","hindi","hindi",18,"faces","Hindi","hindi","audio","male","hindu",1,0,0,0,0,0,1
"118","india-socioling","zenith","Z07A11","7",7,13,2.39791512763687,"male","hindu","hindi","hindi","hindi",18,"faces","Hindi","hindi","audio","male","muslim",0,1,0,0,0,0,1
"119","india-socioling","zenith","Z07A16","7",7,12,1.39791512763687,"male","muslim","hindi, urdu","hindi","hindi",18,"faces","Hindi","hindi","audio","male","muslim",0,1,0,0,0,0,1
"120","india-socioling","zenith","Z07A18","7",7,12,1.39791512763687,"male","muslim","hindi, gujarati","hindi","hindi",18,"faces","Hindi","hindi","audio","male","dravidian",0,0,1,0,0,0,1
"121","india-socioling","zenith","Z07A19","7",7,12,1.39791512763687,"male","muslim","hindi","hindi","hindi english",18,"faces","Hindi","hindi","audio","male","hindu",1,0,0,0,0,0,1
"122","india-socioling","zenith","Z07A20","7",7,12,1.39791512763687,"male","muslim","hindi","hindi","hindi",18,"faces","Hindi","hindi","audio","male","muslim",0,1,0,0,0,0,1
"123","india-socioling","zenith","Z07A21","7",7,12,1.39791512763687,"male","hindu","hindi","hindi","hindi gujarati",18,"faces","Hindi","hindi","audio","male","dravidian",0,0,1,0,0,0,1
"124","india-socioling","zenith","Z07A41","7",7,12,1.39791512763687,"female","hindu","sindhi","hindi","hindi gujarati",18,"faces","Hindi","hindi","audio","male","hindu",1,0,0,0,0,0,1
"125","india-socioling","zenith","Z07A43","7",7,12,1.39791512763687,"female","muslim","hindi","hindi","hindi",18,"faces","Hindi","hindi","audio","male","muslim",0,1,0,0,0,0,1
"126","india-socioling","zenith","Z07A46","7",7,12,1.39791512763687,"female","muslim","hindi","hindi","hindi english",18,"faces","Hindi","hindi","audio","male","muslim",0,1,0,0,0,0,1
"127","india-socioling","zenith","Z07A48","7",7,12,1.39791512763687,"female","muslim","hindi","hindi","hindi gujarati",18,"faces","Hindi","hindi","audio","male","hindu muslim",1,1,0,0,0,0,2
"128","india-socioling","zenith","Z07A51","7",7,13,2.39791512763687,"female","muslim","hindi","hindi","hindi",18,"faces","Hindi","hindi","audio","male","hindu",1,0,0,0,0,0,1
"129","india-socioling","zenith","Z07A56","7",7,13,2.39791512763687,"female","hindu","hindi","hindi","hindi gujarati",18,"faces","Hindi","hindi","audio","male","hindu",1,0,0,0,0,0,1
"130","india-socioling","zenith","Z07A58","7",7,12,1.39791512763687,"female","hindu","hindi","hindi","hindi english",18,"faces","Hindi","hindi","audio","male","asian",0,0,0,1,0,0,1
"131","india-socioling","zenith","Z07B05","7",7,12,1.39791512763687,"male","muslim","hindi","hindi","hindi",18,"faces","Hindi","hindi","audio","male","muslim",0,1,0,0,0,0,1
"132","india-socioling","zenith","Z07B12","7",7,13,2.39791512763687,"male","muslim","hindi","hindi","hindi",18,"faces","Hindi","hindi","audio","male","muslim",0,1,0,0,0,0,1
"133","india-socioling","zenith","Z07B41","7",7,12,1.39791512763687,"female","muslim","hindi","hindi","hindi gujarati",18,"faces","Hindi","hindi","audio","male","hindu",1,0,0,0,0,0,1
"134","india-socioling","zenith","Z07B55","7",7,13,2.39791512763687,"female","muslim","hindi","hindi","hindi gujarati",18,"faces","Hindi","hindi","audio","male","hindu",1,0,0,0,0,0,1
"135","india-socioling","zenith","Z07A02","7",7,12,1.39791512763687,"male","hindu","sindhi","hindi sindhi","gujarati hindi",18,"faces","Hindi","hindi","audio","male","hindu muslim",1,1,0,0,0,0,2
"136","india-socioling","zenith","Z05C46","5",5,10,-0.602084872363129,"female","muslim","hindi","hindi english","hindi english",18,"faces","Hindi","hindi","audio","male","asian",0,0,0,1,0,0,1
"137","india-socioling","zenith","Z07A39","7",7,12,1.39791512763687,"female","hindu","sindi","hindi english","english",18,"faces","Hindi","hindi","audio","male","hindu",1,0,0,0,0,0,1
"138","india-socioling","zenith","Z07A50","7",7,13,2.39791512763687,"female","muslim","hindi","hindi gujarati english","hindi english",18,"faces","Hindi","hindi","audio","male","hindu muslim",1,1,0,0,0,0,2
"139","india-socioling","zenith","Z03C47","3",3,8.3,-2.30208487236313,"female","hindu","hindi","hindi punjabi","hindi punjabi",18,"faces","Hindi","hindi","audio","male","muslim",0,1,0,0,0,0,1
"140","india-socioling","zenith","Z07B06","7",7,13,2.39791512763687,"male","hindu","sindhi","hindi sindhi english gujarati","hindi gujarati",18,"faces","Hindi","hindi","audio","male","muslim",0,1,0,0,0,0,1
"141","india-socioling","zenith","Z05B56","5",5,11,0.397915127636871,"female","muslim","hindi, urdu","hindi urdu","hindi gujarati english",18,"faces","Hindi","hindi","audio","male","muslim",0,1,0,0,0,0,1
"142","india-socioling","zenith","Z03C48","3",3,7.9,-2.70208487236313,"female","hindu","kathiyawadi","kathiyawadi","gujarati",18,"faces","Hindi","hindi","audio","male","muslim",0,1,0,0,0,0,1
"143","india-socioling","zenith","Z03C10","3",3,8.4,-2.20208487236313,"male","hindu","marathi","marathi","marathi",18,"faces","Hindi","hindi","audio","male","white",0,0,0,0,1,0,1
"144","india-socioling","zenith","Z03C14","3",3,8.1,-2.50208487236313,"male","hindu","marathi","marathi","marathi gujarati",18,"faces","Hindi","hindi","audio","male","muslim",0,1,0,0,0,0,1
"145","india-socioling","zenith","Z05B62","5",5,10,-0.602084872363129,"female","hindu","marathi","marathi","gujarati hindi",18,"faces","Hindi","hindi","audio","male","hindu",1,0,0,0,0,0,1
"146","india-socioling","zenith","Z05C04","5",5,10,-0.602084872363129,"male","hindu","marathi","marathi","hindi english marathi",18,"faces","Hindi","hindi","audio","male","hindu",1,0,0,0,0,0,1
"147","india-socioling","zenith","Z05C09","5",5,10,-0.602084872363129,"male","hindu","marathi","marathi","hindi",18,"faces","Hindi","hindi","audio","male","hindu",1,0,0,0,0,0,1
