"","study_name","id","child_sex","child_religion","child_age","child_age_centered","school","standard","standard_num","sequence","question_type","language","speaker_gender","origin","religion","wealth","army_navy_language","coded_wealth","no_opinion_geo","no_opinion_religion","no_opinion_wealth","gujarat","india","foreign","richer","poorer","same","hindu","buddhist","muslim","jain","christian","geographic_origin"
"43","india-socioling","Z03A51","female","hindu",7.91129032258065,-2.71234904880066,"zenith",3,3,18,"associations","English (U.S.)","female","Gujarat","jain","poorer","english",-1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,"Gujarat (Same State)"
"44","india-socioling","Z03A51","female","hindu",7.91129032258065,-2.71234904880066,"zenith",3,3,19,"associations","Marathi","female","Gujarat","muslim","richer","marathi",1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,"Gujarat (Same State)"
"45","india-socioling","Z03A51","female","hindu",7.91129032258065,-2.71234904880066,"zenith",3,3,20,"associations","Tamil","female","Gujarat","muslim","richer","tamil",1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,"Gujarat (Same State)"
"46","india-socioling","Z03A51","female","hindu",7.91129032258065,-2.71234904880066,"zenith",3,3,21,"associations","English (India)","female","Gujarat","christian","richer","english",1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,"Gujarat (Same State)"
"47","india-socioling","Z03A51","female","hindu",7.91129032258065,-2.71234904880066,"zenith",3,3,22,"associations","Hindi","female","Gujarat","hindu","richer","hindi",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,"Gujarat (Same State)"
"48","india-socioling","Z03A51","female","hindu",7.91129032258065,-2.71234904880066,"zenith",3,3,23,"associations","Mandarin","female","Gujarat","christian","richer","chinese",1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,"Gujarat (Same State)"
"49","india-socioling","Z03A59","female","hindu",8.25537634408602,-2.36826302729529,"zenith",3,3,16,"associations","Urdu","female","Gujarat","christian","richer","urdu",1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,"Gujarat (Same State)"
"50","india-socioling","Z03A59","female","hindu",8.25537634408602,-2.36826302729529,"zenith",3,3,17,"associations","Gujarati","female","foreign","jain","richer","gujarati",1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,"Foreign (Outside India)"
"51","india-socioling","Z03A59","female","hindu",8.25537634408602,-2.36826302729529,"zenith",3,3,18,"associations","English (U.S.)","female","India","muslim","richer","english",1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,"India (Different State)"
"52","india-socioling","Z03A59","female","hindu",8.25537634408602,-2.36826302729529,"zenith",3,3,19,"associations","Marathi","female","foreign","muslim","richer","marathi",1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,"Foreign (Outside India)"
"53","india-socioling","Z03A59","female","hindu",8.25537634408602,-2.36826302729529,"zenith",3,3,20,"associations","Tamil","female","India","jain","richer","tamil",1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,"India (Different State)"
"54","india-socioling","Z03A59","female","hindu",8.25537634408602,-2.36826302729529,"zenith",3,3,21,"associations","English (India)","female","Gujarat","christian","richer","english",1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,"Gujarat (Same State)"
"55","india-socioling","Z03A59","female","hindu",8.25537634408602,-2.36826302729529,"zenith",3,3,22,"associations","Hindi","female","Gujarat","jain","richer","hindi",1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,"Gujarat (Same State)"
"56","india-socioling","Z03A59","female","hindu",8.25537634408602,-2.36826302729529,"zenith",3,3,23,"associations","Mandarin","female","foreign","muslim","richer","chinese",1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,"Foreign (Outside India)"
"57","india-socioling","Z03A60","female","other",8.20698924731183,-2.41665012406948,"zenith",3,3,1,"associations","English (U.S.)","male","","","","english",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","india-socioling","Z03A60","female","other",8.20698924731183,-2.41665012406948,"zenith",3,3,2,"associations","Gujarati","male","","","","gujarati",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","india-socioling","Z03A60","female","other",8.20698924731183,-2.41665012406948,"zenith",3,3,3,"associations","Urdu","male","","","","urdu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","india-socioling","Z03A60","female","other",8.20698924731183,-2.41665012406948,"zenith",3,3,4,"associations","Hindi","male","","","","hindi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","india-socioling","Z03A60","female","other",8.20698924731183,-2.41665012406948,"zenith",3,3,5,"associations","Mandarin","male","","","","chinese",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","india-socioling","Z03A60","female","other",8.20698924731183,-2.41665012406948,"zenith",3,3,6,"associations","Marathi","male","","","","marathi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","india-socioling","Z03A60","female","other",8.20698924731183,-2.41665012406948,"zenith",3,3,7,"associations","Tamil","male","","","","tamil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","india-socioling","Z03A60","female","other",8.20698924731183,-2.41665012406948,"zenith",3,3,8,"associations","English (India)","male","","","","english",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","india-socioling","Z03A60","female","other",8.20698924731183,-2.41665012406948,"zenith",3,3,9,"associations","Urdu","female","Gujarat","muslim","richer","urdu",1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,"Gujarat (Same State)"
"66","india-socioling","Z03A60","female","other",8.20698924731183,-2.41665012406948,"zenith",3,3,10,"associations","English (India)","female","idk","jain","idk","english",NA,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"No Opinion"
"67","india-socioling","Z03A60","female","other",8.20698924731183,-2.41665012406948,"zenith",3,3,11,"associations","Mandarin","female","India","hindu","richer","chinese",1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,"India (Different State)"
"68","india-socioling","Z03A60","female","other",8.20698924731183,-2.41665012406948,"zenith",3,3,12,"associations","English (U.S.)","female","Gujarat","hindu","richer","english",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,"Gujarat (Same State)"
"69","india-socioling","Z03A60","female","other",8.20698924731183,-2.41665012406948,"zenith",3,3,13,"associations","Hindi","female","Gujarat","muslim","idk","hindi",NA,0,0,1,1,0,0,0,0,0,0,0,1,0,0,"Gujarat (Same State)"
"70","india-socioling","Z03A60","female","other",8.20698924731183,-2.41665012406948,"zenith",3,3,14,"associations","Marathi","female","India","hindu","idk","marathi",NA,0,0,1,0,1,0,0,0,0,1,0,0,0,0,"India (Different State)"
"71","india-socioling","Z03A60","female","other",8.20698924731183,-2.41665012406948,"zenith",3,3,15,"associations","Tamil","female","Gujarat","hindu","richer","tamil",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,"Gujarat (Same State)"
"72","india-socioling","Z03A60","female","other",8.20698924731183,-2.41665012406948,"zenith",3,3,16,"associations","Gujarati","female","Gujarat","hindu","idk","gujarati",NA,0,0,1,1,0,0,0,0,0,1,0,0,0,0,"Gujarat (Same State)"
"73","india-socioling","Z03B58","female","muslim",8.13440860215054,-2.48923076923077,"zenith",3,3,2,"associations","Gujarati","","Gujarat","muslim","poorer","gujarati",-1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,"Gujarat (Same State)"
"74","india-socioling","Z03B58","female","muslim",8.13440860215054,-2.48923076923077,"zenith",3,3,43,"associations","Urdu","","idk","christian","richer","urdu",1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,"No Opinion"
"75","india-socioling","Z03B58","female","muslim",8.13440860215054,-2.48923076923077,"zenith",3,3,44,"associations","English (India)","","foreign","christian","same","english",0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,"Foreign (Outside India)"
"76","india-socioling","Z03B58","female","muslim",8.13440860215054,-2.48923076923077,"zenith",3,3,45,"associations","Mandarin","","Gujarat","jain","poorer","chinese",-1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,"Gujarat (Same State)"
"77","india-socioling","Z03B58","female","muslim",8.13440860215054,-2.48923076923077,"zenith",3,3,46,"associations","English (U.S.)","","foreign","christian","same","english",0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,"Foreign (Outside India)"
"78","india-socioling","Z03B58","female","muslim",8.13440860215054,-2.48923076923077,"zenith",3,3,47,"associations","Hindi","","Gujarat","buddhist","poorer","hindi",-1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,"Gujarat (Same State)"
"79","india-socioling","Z03B58","female","muslim",8.13440860215054,-2.48923076923077,"zenith",3,3,48,"associations","Marathi","","Gujarat","hindu","poorer","marathi",-1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,"Gujarat (Same State)"
"80","india-socioling","Z03B58","female","muslim",8.13440860215054,-2.48923076923077,"zenith",3,3,49,"associations","Tamil","","foreign","christian","richer","tamil",1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,"Foreign (Outside India)"
"81","india-socioling","Z03B58","female","muslim",8.13440860215054,-2.48923076923077,"zenith",3,3,51,"associations","English (U.S.)","","","","","english",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","india-socioling","Z03B58","female","muslim",8.13440860215054,-2.48923076923077,"zenith",3,3,52,"associations","Gujarati","","","","","gujarati",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","india-socioling","Z03B58","female","muslim",8.13440860215054,-2.48923076923077,"zenith",3,3,53,"associations","Urdu","","","","","urdu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","india-socioling","Z03B58","female","muslim",8.13440860215054,-2.48923076923077,"zenith",3,3,54,"associations","Marathi","","","","","marathi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","india-socioling","Z03B58","female","muslim",8.13440860215054,-2.48923076923077,"zenith",3,3,55,"associations","Hindi","","","","","hindi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","india-socioling","Z03B58","female","muslim",8.13440860215054,-2.48923076923077,"zenith",3,3,56,"associations","Mandarin","","","","","chinese",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","india-socioling","Z03B58","female","muslim",8.13440860215054,-2.48923076923077,"zenith",3,3,57,"associations","Tamil","","","","","tamil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","india-socioling","Z03B58","female","muslim",8.13440860215054,-2.48923076923077,"zenith",3,3,58,"associations","English (India)","","","","","english",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","india-socioling","Z03C01","male","muslim",8.36827956989247,-2.25535980148884,"zenith",3,3,1,"associations","English (U.S.)","male","foreign","christian","same","english",0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,"Foreign (Outside India)"
"90","india-socioling","Z03C01","male","muslim",8.36827956989247,-2.25535980148884,"zenith",3,3,2,"associations","Gujarati","male","India","muslim","richer","gujarati",1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,"India (Different State)"
"91","india-socioling","Z03C01","male","muslim",8.36827956989247,-2.25535980148884,"zenith",3,3,3,"associations","Urdu","male","Gujarat","muslim","same","urdu",0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,"Gujarat (Same State)"
"92","india-socioling","Z03C01","male","muslim",8.36827956989247,-2.25535980148884,"zenith",3,3,4,"associations","Hindi","male","Gujarat","hindu","richer","hindi",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,"Gujarat (Same State)"
"93","india-socioling","Z03C01","male","muslim",8.36827956989247,-2.25535980148884,"zenith",3,3,5,"associations","Mandarin","male","foreign","buddhist","richer","chinese",1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,"Foreign (Outside India)"
"94","india-socioling","Z03C01","male","muslim",8.36827956989247,-2.25535980148884,"zenith",3,3,6,"associations","Marathi","male","foreign","christian","richer","marathi",1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,"Foreign (Outside India)"
"95","india-socioling","Z03C01","male","muslim",8.36827956989247,-2.25535980148884,"zenith",3,3,7,"associations","Tamil","male","India","muslim","same","tamil",0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,"India (Different State)"
"96","india-socioling","Z03C01","male","muslim",8.36827956989247,-2.25535980148884,"zenith",3,3,8,"associations","English (India)","male","foreign","christian","richer","english",1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,"Foreign (Outside India)"
"97","india-socioling","Z03C01","male","muslim",8.36827956989247,-2.25535980148884,"zenith",3,3,9,"associations","Urdu","female","Gujarat","muslim","poorer","urdu",-1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,"Gujarat (Same State)"
"98","india-socioling","Z03C01","male","muslim",8.36827956989247,-2.25535980148884,"zenith",3,3,10,"associations","English (India)","female","foreign","christian","richer","english",1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,"Foreign (Outside India)"
"99","india-socioling","Z03C01","male","muslim",8.36827956989247,-2.25535980148884,"zenith",3,3,11,"associations","Mandarin","female","foreign","jain","richer","chinese",1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,"Foreign (Outside India)"
"100","india-socioling","Z03C01","male","muslim",8.36827956989247,-2.25535980148884,"zenith",3,3,12,"associations","English (U.S.)","female","foreign","christian","richer","english",1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,"Foreign (Outside India)"
"101","india-socioling","Z03C01","male","muslim",8.36827956989247,-2.25535980148884,"zenith",3,3,13,"associations","Hindi","female","Gujarat","muslim","poorer","hindi",-1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,"Gujarat (Same State)"
"102","india-socioling","Z03C01","male","muslim",8.36827956989247,-2.25535980148884,"zenith",3,3,14,"associations","Marathi","female","Gujarat","hindu","poorer","marathi",-1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,"Gujarat (Same State)"
"103","india-socioling","Z03C01","male","muslim",8.36827956989247,-2.25535980148884,"zenith",3,3,15,"associations","Tamil","female","Gujarat","muslim","richer","tamil",1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,"Gujarat (Same State)"
"104","india-socioling","Z03C01","male","muslim",8.36827956989247,-2.25535980148884,"zenith",3,3,16,"associations","Gujarati","female","foreign","muslim","same","gujarati",0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,"Foreign (Outside India)"
"105","india-socioling","Z03C02","male","muslim",7.75806451612903,-2.86557485525228,"zenith",3,3,1,"associations","English (U.S.)","male","foreign","hindu","richer","english",1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,"Foreign (Outside India)"
"106","india-socioling","Z03C02","male","muslim",7.75806451612903,-2.86557485525228,"zenith",3,3,2,"associations","Gujarati","male","foreign","hindu","richer","gujarati",1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,"Foreign (Outside India)"
"107","india-socioling","Z03C02","male","muslim",7.75806451612903,-2.86557485525228,"zenith",3,3,3,"associations","Urdu","male","Gujarat","muslim","same","urdu",0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,"Gujarat (Same State)"
"108","india-socioling","Z03C02","male","muslim",7.75806451612903,-2.86557485525228,"zenith",3,3,4,"associations","Hindi","male","India","muslim","richer","hindi",1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,"India (Different State)"
"109","india-socioling","Z03C02","male","muslim",7.75806451612903,-2.86557485525228,"zenith",3,3,5,"associations","Mandarin","male","foreign","muslim","idk","chinese",NA,0,0,1,0,0,1,0,0,0,0,0,1,0,0,"Foreign (Outside India)"
"110","india-socioling","Z03C02","male","muslim",7.75806451612903,-2.86557485525228,"zenith",3,3,6,"associations","Marathi","male","foreign","hindu","richer","marathi",1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,"Foreign (Outside India)"
"111","india-socioling","Z03C02","male","muslim",7.75806451612903,-2.86557485525228,"zenith",3,3,7,"associations","Tamil","male","India","muslim","richer","tamil",1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,"India (Different State)"
"112","india-socioling","Z03C02","male","muslim",7.75806451612903,-2.86557485525228,"zenith",3,3,8,"associations","English (India)","male","Gujarat","hindu","poorer","english",-1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,"Gujarat (Same State)"
"113","india-socioling","Z03C02","male","muslim",7.75806451612903,-2.86557485525228,"zenith",3,3,9,"associations","Urdu","female","India","muslim","poorer","urdu",-1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,"India (Different State)"
"114","india-socioling","Z03C02","male","muslim",7.75806451612903,-2.86557485525228,"zenith",3,3,10,"associations","English (India)","female","foreign","muslim","idk","english",NA,0,0,1,0,0,1,0,0,0,0,0,1,0,0,"Foreign (Outside India)"
"115","india-socioling","Z03C02","male","muslim",7.75806451612903,-2.86557485525228,"zenith",3,3,11,"associations","Mandarin","female","foreign","hindu","idk","chinese",NA,0,0,1,0,0,1,0,0,0,1,0,0,0,0,"Foreign (Outside India)"
"116","india-socioling","Z03C02","male","muslim",7.75806451612903,-2.86557485525228,"zenith",3,3,12,"associations","English (U.S.)","female","India","muslim","poorer","english",-1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,"India (Different State)"
"117","india-socioling","Z03C02","male","muslim",7.75806451612903,-2.86557485525228,"zenith",3,3,13,"associations","Hindi","female","Gujarat","muslim","poorer","hindi",-1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,"Gujarat (Same State)"
