"","study_name","school","id","standard","standard_num","child_age","child_age_centered","child_sex","child_religion","mother_tongue","home_language","friends_language","sequence","question_type","language","army_navy_language","presentation","speaker_gender","face","hindu_face","muslim_face","dravidian_face","asian_face","white_face","no_opinion_face"
"1284","india-socioling","zenith","Z05C48","5",5,10,-0.602084872363129,"female","muslim","gujarati","hindi","english hindi",33,"faces","Mandarin","chinese","label","female","hindu",1,0,0,0,0,0
"1285","india-socioling","zenith","Z05C56","5",5,10,-0.602084872363129,"female","muslim","hindi","hindi","hindi",33,"faces","Mandarin","chinese","label","female","asian",0,0,0,1,0,0
"1286","india-socioling","zenith","Z07A11","7",7,13,2.39791512763687,"male","hindu","hindi","hindi","hindi",33,"faces","Mandarin","chinese","label","female","asian",0,0,0,1,0,0
"1287","india-socioling","zenith","Z07A16","7",7,12,1.39791512763687,"male","muslim","hindi, urdu","hindi","hindi",33,"faces","Mandarin","chinese","label","female","asian",0,0,0,1,0,0
"1288","india-socioling","zenith","Z07A18","7",7,12,1.39791512763687,"male","muslim","hindi, gujarati","hindi","hindi",33,"faces","Mandarin","chinese","label","female","asian",0,0,0,1,0,0
"1289","india-socioling","zenith","Z07A19","7",7,12,1.39791512763687,"male","muslim","hindi","hindi","hindi english",33,"faces","Mandarin","chinese","label","female","asian",0,0,0,1,0,0
"1290","india-socioling","zenith","Z07A20","7",7,12,1.39791512763687,"male","muslim","hindi","hindi","hindi",33,"faces","Mandarin","chinese","label","female","asian",0,0,0,1,0,0
"1291","india-socioling","zenith","Z07A21","7",7,12,1.39791512763687,"male","hindu","hindi","hindi","hindi gujarati",33,"faces","Mandarin","chinese","label","female","asian",0,0,0,1,0,0
"1292","india-socioling","zenith","Z07A41","7",7,12,1.39791512763687,"female","hindu","sindhi","hindi","hindi gujarati",33,"faces","Mandarin","chinese","label","female","asian white",0,0,0,1,1,0
"1293","india-socioling","zenith","Z07A43","7",7,12,1.39791512763687,"female","muslim","hindi","hindi","hindi",33,"faces","Mandarin","chinese","label","female","asian",0,0,0,1,0,0
"1294","india-socioling","zenith","Z07A46","7",7,12,1.39791512763687,"female","muslim","hindi","hindi","hindi english",33,"faces","Mandarin","chinese","label","female","asian",0,0,0,1,0,0
"1295","india-socioling","zenith","Z07A48","7",7,12,1.39791512763687,"female","muslim","hindi","hindi","hindi gujarati",33,"faces","Mandarin","chinese","label","female","asian white",0,0,0,1,1,0
"1296","india-socioling","zenith","Z07A51","7",7,13,2.39791512763687,"female","muslim","hindi","hindi","hindi",33,"faces","Mandarin","chinese","label","female","asian",0,0,0,1,0,0
"1297","india-socioling","zenith","Z07A56","7",7,13,2.39791512763687,"female","hindu","hindi","hindi","hindi gujarati",33,"faces","Mandarin","chinese","label","female","asian",0,0,0,1,0,0
"1298","india-socioling","zenith","Z07A58","7",7,12,1.39791512763687,"female","hindu","hindi","hindi","hindi english",33,"faces","Mandarin","chinese","label","female","asian",0,0,0,1,0,0
"1299","india-socioling","zenith","Z07B05","7",7,12,1.39791512763687,"male","muslim","hindi","hindi","hindi",33,"faces","Mandarin","chinese","label","female","asian",0,0,0,1,0,0
"1300","india-socioling","zenith","Z07B12","7",7,13,2.39791512763687,"male","muslim","hindi","hindi","hindi",33,"faces","Mandarin","chinese","label","female","asian",0,0,0,1,0,0
"1301","india-socioling","zenith","Z07B41","7",7,12,1.39791512763687,"female","muslim","hindi","hindi","hindi gujarati",33,"faces","Mandarin","chinese","label","female","asian",0,0,0,1,0,0
"1302","india-socioling","zenith","Z07B55","7",7,13,2.39791512763687,"female","muslim","hindi","hindi","hindi gujarati",33,"faces","Mandarin","chinese","label","female","asian",0,0,0,1,0,0
"1303","india-socioling","zenith","Z07A02","7",7,12,1.39791512763687,"male","hindu","sindhi","hindi sindhi","gujarati hindi",33,"faces","Mandarin","chinese","label","female","asian white",0,0,0,1,1,0
"1304","india-socioling","zenith","Z05C46","5",5,10,-0.602084872363129,"female","muslim","hindi","hindi english","hindi english",33,"faces","Mandarin","chinese","label","female","asian",0,0,0,1,0,0
"1305","india-socioling","zenith","Z07A39","7",7,12,1.39791512763687,"female","hindu","sindi","hindi english","english",33,"faces","Mandarin","chinese","label","female","asian",0,0,0,1,0,0
"1306","india-socioling","zenith","Z07A50","7",7,13,2.39791512763687,"female","muslim","hindi","hindi gujarati english","hindi english",33,"faces","Mandarin","chinese","label","female","asian",0,0,0,1,0,0
"1307","india-socioling","zenith","Z03C47","3",3,8.3,-2.30208487236313,"female","hindu","hindi","hindi punjabi","hindi punjabi",33,"faces","Mandarin","chinese","label","female","asian",0,0,0,1,0,0
"1308","india-socioling","zenith","Z07B06","7",7,13,2.39791512763687,"male","hindu","sindhi","hindi sindhi english gujarati","hindi gujarati",33,"faces","Mandarin","chinese","label","female","asian",0,0,0,1,0,0
"1309","india-socioling","zenith","Z05B56","5",5,11,0.397915127636871,"female","muslim","hindi, urdu","hindi urdu","hindi gujarati english",33,"faces","Mandarin","chinese","label","female","asian",0,0,0,1,0,0
"1310","india-socioling","zenith","Z03C48","3",3,7.9,-2.70208487236313,"female","hindu","kathiyawadi","kathiyawadi","gujarati",33,"faces","Mandarin","chinese","label","female","asian",0,0,0,1,0,0
"1311","india-socioling","zenith","Z03C10","3",3,8.4,-2.20208487236313,"male","hindu","marathi","marathi","marathi",33,"faces","Mandarin","chinese","label","female","asian",0,0,0,1,0,0
"1312","india-socioling","zenith","Z03C14","3",3,8.1,-2.50208487236313,"male","hindu","marathi","marathi","marathi gujarati",33,"faces","Mandarin","chinese","label","female","white",0,0,0,0,1,0
"1313","india-socioling","zenith","Z05B62","5",5,10,-0.602084872363129,"female","hindu","marathi","marathi","gujarati hindi",33,"faces","Mandarin","chinese","label","female","asian",0,0,0,1,0,0
"1314","india-socioling","zenith","Z05C04","5",5,10,-0.602084872363129,"male","hindu","marathi","marathi","hindi english marathi",33,"faces","Mandarin","chinese","label","female","asian",0,0,0,1,0,0
"1315","india-socioling","zenith","Z05C09","5",5,10,-0.602084872363129,"male","hindu","marathi","marathi","hindi",33,"faces","Mandarin","chinese","label","female","asian",0,0,0,1,0,0
"1316","india-socioling","zenith","Z05C49","5",5,10,-0.602084872363129,"female","hindu","marathi","marathi","marathi hindi gujarati",33,"faces","Mandarin","chinese","label","female","asian",0,0,0,1,0,0
"1317","india-socioling","zenith","Z07A01","7",7,12,1.39791512763687,"male","hindu","marathi","marathi","hindi marathi gujarati",33,"faces","Mandarin","chinese","label","female","asian",0,0,0,1,0,0
"1318","india-socioling","zenith","Z07A06","7",7,13,2.39791512763687,"male","hindu","marathi","marathi","hindi gujarati marathi english",33,"faces","Mandarin","chinese","label","female","asian",0,0,0,1,0,0
"1319","india-socioling","zenith","Z07A47","7",7,13,2.39791512763687,"female","hindu","marathi","marathi","hindi gujarati",33,"faces","Mandarin","chinese","label","female","asian",0,0,0,1,0,0
"1320","india-socioling","zenith","Z07B08","7",7,12,1.39791512763687,"male","hindu","marathi","marathi","gujarati hindi english marathi",33,"faces","Mandarin","chinese","label","female","asian",0,0,0,1,0,0
"1321","india-socioling","zenith","Z07B40","7",7,12,1.39791512763687,"female","hindu","marathi","marathi","hindi gujarati marathi",33,"faces","Mandarin","chinese","label","female","asian",0,0,0,1,0,0
"1322","india-socioling","zenith","Z07B43","7",7,12,1.39791512763687,"female","hindu","marathi","marathi","gujarati hindi",33,"faces","Mandarin","chinese","label","female","asian",0,0,0,1,0,0
"1323","india-socioling","zenith","Z07B07","7",7,13,2.39791512763687,"male","hindu","marathi","marathi hindi","hindi gujarati",33,"faces","Mandarin","chinese","label","female","asian",0,0,0,1,0,0
"1324","india-socioling","zenith","Z07A04","7",7,12,1.39791512763687,"male","hindu","","","",33,"faces","Mandarin","chinese","label","female","asian",0,0,0,1,0,0
"1325","india-socioling","zenith","Z03C07","3",3,8.6,-2.00208487236313,"male","hindu","gujarat","gujarati","gujarat hindi",34,"faces","Tamil","tamil","label","female","dravidian",0,0,1,0,0,0
"1326","india-socioling","zenith","Z05C10","5",5,10,-0.602084872363129,"male","muslim","gujarati, hindi, english","gujarati","hindi gujarati",34,"faces","Tamil","tamil","label","female","hindu",1,0,0,0,0,0
"1327","india-socioling","zenith","Z03C04","3",3,9,-1.60208487236313,"male","muslim","gujarati","gujarati","gujarati hindi",34,"faces","Tamil","tamil","label","female","hindu",1,0,0,0,0,0
"1328","india-socioling","zenith","Z03C49","3",3,8,-2.60208487236313,"female","muslim","gujarati","gujarati","hindi gujarati",34,"faces","Tamil","tamil","label","female","hindu",1,0,0,0,0,0
"1329","india-socioling","zenith","Z05C06","5",5,10,-0.602084872363129,"male","other","gujarati","gujarati","hindi gujarati",34,"faces","Tamil","tamil","label","female","asian",0,0,0,1,0,0
"1330","india-socioling","zenith","Z05C45","5",5,10,-0.602084872363129,"female","hindu","gujarati","gujarati","hindi",34,"faces","Tamil","tamil","label","female","hindu",1,0,0,0,0,0
"1331","india-socioling","zenith","Z05C50","5",5,9.7,-0.90208487236313,"female","hindu","gujarati","gujarati","gujarati hindi",34,"faces","Tamil","tamil","label","female","hindu",1,0,0,0,0,0
"1332","india-socioling","zenith","Z07A09","7",7,12,1.39791512763687,"male",NA,"gujarati","gujarati","hindi gujarati",34,"faces","Tamil","tamil","label","female","hindu",1,0,0,0,0,0
"1333","india-socioling","zenith","Z07A10","7",7,13,2.39791512763687,"male","muslim","hindi","gujarati","hindi english gujarati",34,"faces","Tamil","tamil","label","female","dravidian",0,0,1,0,0,0
"1334","india-socioling","zenith","Z07A12","7",7,13,2.39791512763687,"male","hindu","hindi","gujarati","hindi",34,"faces","Tamil","tamil","label","female","white",0,0,0,0,1,0
"1335","india-socioling","zenith","Z07A13","7",7,12,1.39791512763687,"male",NA,"gujarati","gujarati","hindi",34,"faces","Tamil","tamil","label","female","dravidian",0,0,1,0,0,0
"1336","india-socioling","zenith","Z07A14","7",7,13,2.39791512763687,"male","hindu","gujarati","gujarati","hindi",34,"faces","Tamil","tamil","label","female","dravidian",0,0,1,0,0,0
"1337","india-socioling","zenith","Z07A40","7",7,12,1.39791512763687,"female","muslim","gujarati","gujarati","hindi gujarati",34,"faces","Tamil","tamil","label","female","white",0,0,0,0,1,0
"1338","india-socioling","zenith","Z07A45","7",7,12,1.39791512763687,"female","muslim","gujarati","gujarati","gujarati",34,"faces","Tamil","tamil","label","female","dravidian",0,0,1,0,0,0
"1339","india-socioling","zenith","Z07A55","7",7,13,2.39791512763687,"female","hindu","gujarati","gujarati","hindi gujarati",34,"faces","Tamil","tamil","label","female","dravidian",0,0,1,0,0,0
"1340","india-socioling","zenith","Z07A59","7",7,13,2.39791512763687,"female","hindu","gujarati","gujarati","gujarati hindi",34,"faces","Tamil","tamil","label","female","dravidian",0,0,1,0,0,0
"1341","india-socioling","zenith","Z07B03","7",7,12,1.39791512763687,"male","hindu","gujarati","gujarati","gujarati hindi",34,"faces","Tamil","tamil","label","female","dravidian",0,0,1,0,0,0
"1342","india-socioling","zenith","Z07B11","7",7,13,2.39791512763687,"male","other","gujarati","gujarati","gujarati",34,"faces","Tamil","tamil","label","female","dravidian",0,0,1,0,0,0
"1343","india-socioling","zenith","Z07B21","7",7,13,2.39791512763687,"male","muslim","gujarati","gujarati","hindi",34,"faces","Tamil","tamil","label","female","hindu",1,0,0,0,0,0
"1344","india-socioling","zenith","Z07B38","7",7,13,2.39791512763687,"female","hindu","marathi","gujarati","hindi english gujarati",34,"faces","Tamil","tamil","label","female","dravidian",0,0,1,0,0,0
"1345","india-socioling","zenith","Z07B48","7",7,12,1.39791512763687,"female","muslim","gujarati","gujarati","hindi gujarati",34,"faces","Tamil","tamil","label","female","hindu",1,0,0,0,0,0
"1346","india-socioling","zenith","Z05B11","5",5,11,0.397915127636871,"male","hindu","gujarati","gujarati english","gujarati",34,"faces","Tamil","tamil","label","female","muslim",0,1,0,0,0,0
"1347","india-socioling","zenith","Z05B55","5",5,10,-0.602084872363129,"female","muslim","gujarati","gujarati english","hindi english",34,"faces","Tamil","tamil","label","female","dravidian",0,0,1,0,0,0
"1348","india-socioling","zenith","Z05B12","5",5,11,0.397915127636871,"male","muslim","hindi, gujarati","gujarati english hindi","gujarati hindi",34,"faces","Tamil","tamil","label","female","dravidian",0,0,1,0,0,0
"1349","india-socioling","zenith","Z05B19","5",5,11,0.397915127636871,"male","hindu","gujarati","gujarati english hindi","english gujarati",34,"faces","Tamil","tamil","label","female","hindu",1,0,0,0,0,0
"1350","india-socioling","zenith","Z07A05","7",7,12,1.39791512763687,"male","muslim","gujarati","gujarati hindi","gujarati hindi",34,"faces","Tamil","tamil","label","female","hindu",1,0,0,0,0,0
"1351","india-socioling","zenith","Z05B17","5",5,10,-0.602084872363129,"male","hindu","gujarati","gujarati hindi english","hindi gujarati",34,"faces","Tamil","tamil","label","female","hindu",1,0,0,0,0,0
"1352","india-socioling","zenith","Z07A42","7",7,12,1.39791512763687,"female","hindu","gujarati","gujarati hindi sindhi","hindi",34,"faces","Tamil","tamil","label","female","dravidian",0,0,1,0,0,0
"1353","india-socioling","zenith","Z07B39","7",7,12,1.39791512763687,"female","hindu","gujarati","gujarati polish","hindi gujarati",34,"faces","Tamil","tamil","label","female","hindu",1,0,0,0,0,0
"1354","india-socioling","zenith","Z05C44","5",5,10,-0.602084872363129,"female","hindu","hindi","hind english gujarati","hind english gujarati",34,"faces","Tamil","tamil","label","female","dravidian",0,0,1,0,0,0
"1355","india-socioling","zenith","Z03C01","3",3,8.36827956989247,-2.23380530247066,"male","muslim","hindi","hindi","hindi",34,"faces","Tamil","tamil","label","female","hindu",1,0,0,0,0,0
"1356","india-socioling","zenith","Z03C02","3",3,7.8,-2.80208487236313,"male","muslim","hindi","hindi","hindi",34,"faces","Tamil","tamil","label","female","dravidian",0,0,1,0,0,0
"1357","india-socioling","zenith","Z03C43","3",3,8,-2.60208487236313,"female","muslim","hindi","hindi","hindi",34,"faces","Tamil","tamil","label","female","hindu",1,0,0,0,0,0
"1358","india-socioling","zenith","Z03C44","3",3,8.7,-1.90208487236313,"female","hindu","hindi","hindi","hindi gujarati",34,"faces","Tamil","tamil","label","female","dravidian",0,0,1,0,0,0
"1359","india-socioling","zenith","Z03C46","3",3,7.8,-2.80208487236313,"female","muslim","hindi","hindi","hindi",34,"faces","Tamil","tamil","label","female","asian",0,0,0,1,0,0
"1360","india-socioling","zenith","Z05B05","5",5,10,-0.602084872363129,"male","muslim","hindi","hindi","hindi",34,"faces","Tamil","tamil","label","female","hindu",1,0,0,0,0,0
"1361","india-socioling","zenith","Z05B20","5",5,10,-0.602084872363129,"male","muslim","hindi","hindi","hindi",34,"faces","Tamil","tamil","label","female","hindu",1,0,0,0,0,0
"1362","india-socioling","zenith","Z05C48","5",5,10,-0.602084872363129,"female","muslim","gujarati","hindi","english hindi",34,"faces","Tamil","tamil","label","female","dravidian",0,0,1,0,0,0
"1363","india-socioling","zenith","Z05C56","5",5,10,-0.602084872363129,"female","muslim","hindi","hindi","hindi",34,"faces","Tamil","tamil","label","female","dravidian",0,0,1,0,0,0
"1364","india-socioling","zenith","Z07A11","7",7,13,2.39791512763687,"male","hindu","hindi","hindi","hindi",34,"faces","Tamil","tamil","label","female","hindu",1,0,0,0,0,0
"1365","india-socioling","zenith","Z07A16","7",7,12,1.39791512763687,"male","muslim","hindi, urdu","hindi","hindi",34,"faces","Tamil","tamil","label","female","dravidian",0,0,1,0,0,0
"1366","india-socioling","zenith","Z07A18","7",7,12,1.39791512763687,"male","muslim","hindi, gujarati","hindi","hindi",34,"faces","Tamil","tamil","label","female","dravidian",0,0,1,0,0,0
"1367","india-socioling","zenith","Z07A19","7",7,12,1.39791512763687,"male","muslim","hindi","hindi","hindi english",34,"faces","Tamil","tamil","label","female","dravidian",0,0,1,0,0,0
"1368","india-socioling","zenith","Z07A20","7",7,12,1.39791512763687,"male","muslim","hindi","hindi","hindi",34,"faces","Tamil","tamil","label","female","dravidian",0,0,1,0,0,0
"1369","india-socioling","zenith","Z07A21","7",7,12,1.39791512763687,"male","hindu","hindi","hindi","hindi gujarati",34,"faces","Tamil","tamil","label","female","hindu",1,0,0,0,0,0
"1370","india-socioling","zenith","Z07A41","7",7,12,1.39791512763687,"female","hindu","sindhi","hindi","hindi gujarati",34,"faces","Tamil","tamil","label","female","dravidian hindu",1,0,1,0,0,0
"1371","india-socioling","zenith","Z07A43","7",7,12,1.39791512763687,"female","muslim","hindi","hindi","hindi",34,"faces","Tamil","tamil","label","female","dravidian",0,0,1,0,0,0
"1372","india-socioling","zenith","Z07A46","7",7,12,1.39791512763687,"female","muslim","hindi","hindi","hindi english",34,"faces","Tamil","tamil","label","female","hindu",1,0,0,0,0,0
"1373","india-socioling","zenith","Z07A48","7",7,12,1.39791512763687,"female","muslim","hindi","hindi","hindi gujarati",34,"faces","Tamil","tamil","label","female","dravidian",0,0,1,0,0,0
"1374","india-socioling","zenith","Z07A51","7",7,13,2.39791512763687,"female","muslim","hindi","hindi","hindi",34,"faces","Tamil","tamil","label","female","dravidian",0,0,1,0,0,0
"1375","india-socioling","zenith","Z07A56","7",7,13,2.39791512763687,"female","hindu","hindi","hindi","hindi gujarati",34,"faces","Tamil","tamil","label","female","dravidian",0,0,1,0,0,0
"1376","india-socioling","zenith","Z07A58","7",7,12,1.39791512763687,"female","hindu","hindi","hindi","hindi english",34,"faces","Tamil","tamil","label","female","dravidian",0,0,1,0,0,0
"1377","india-socioling","zenith","Z07B05","7",7,12,1.39791512763687,"male","muslim","hindi","hindi","hindi",34,"faces","Tamil","tamil","label","female","dravidian",0,0,1,0,0,0
"1378","india-socioling","zenith","Z07B12","7",7,13,2.39791512763687,"male","muslim","hindi","hindi","hindi",34,"faces","Tamil","tamil","label","female","hindu",1,0,0,0,0,0
"1379","india-socioling","zenith","Z07B41","7",7,12,1.39791512763687,"female","muslim","hindi","hindi","hindi gujarati",34,"faces","Tamil","tamil","label","female","dravidian",0,0,1,0,0,0
"1380","india-socioling","zenith","Z07B55","7",7,13,2.39791512763687,"female","muslim","hindi","hindi","hindi gujarati",34,"faces","Tamil","tamil","label","female","dravidian",0,0,1,0,0,0
"1381","india-socioling","zenith","Z07A02","7",7,12,1.39791512763687,"male","hindu","sindhi","hindi sindhi","gujarati hindi",34,"faces","Tamil","tamil","label","female","dravidian",0,0,1,0,0,0
"1382","india-socioling","zenith","Z05C46","5",5,10,-0.602084872363129,"female","muslim","hindi","hindi english","hindi english",34,"faces","Tamil","tamil","label","female","dravidian",0,0,1,0,0,0
"1383","india-socioling","zenith","Z07A39","7",7,12,1.39791512763687,"female","hindu","sindi","hindi english","english",34,"faces","Tamil","tamil","label","female","hindu",1,0,0,0,0,0
"1384","india-socioling","zenith","Z07A50","7",7,13,2.39791512763687,"female","muslim","hindi","hindi gujarati english","hindi english",34,"faces","Tamil","tamil","label","female","dravidian",0,0,1,0,0,0
"1385","india-socioling","zenith","Z03C47","3",3,8.3,-2.30208487236313,"female","hindu","hindi","hindi punjabi","hindi punjabi",34,"faces","Tamil","tamil","label","female","dravidian",0,0,1,0,0,0
"1386","india-socioling","zenith","Z07B06","7",7,13,2.39791512763687,"male","hindu","sindhi","hindi sindhi english gujarati","hindi gujarati",34,"faces","Tamil","tamil","label","female","hindu",1,0,0,0,0,0
"1387","india-socioling","zenith","Z05B56","5",5,11,0.397915127636871,"female","muslim","hindi, urdu","hindi urdu","hindi gujarati english",34,"faces","Tamil","tamil","label","female","dravidian",0,0,1,0,0,0
"1388","india-socioling","zenith","Z03C48","3",3,7.9,-2.70208487236313,"female","hindu","kathiyawadi","kathiyawadi","gujarati",34,"faces","Tamil","tamil","label","female","hindu",1,0,0,0,0,0
"1389","india-socioling","zenith","Z03C10","3",3,8.4,-2.20208487236313,"male","hindu","marathi","marathi","marathi",34,"faces","Tamil","tamil","label","female","asian dravidian hindu",1,0,1,1,0,0
"1390","india-socioling","zenith","Z03C14","3",3,8.1,-2.50208487236313,"male","hindu","marathi","marathi","marathi gujarati",34,"faces","Tamil","tamil","label","female","asian",0,0,0,1,0,0
"1391","india-socioling","zenith","Z05B62","5",5,10,-0.602084872363129,"female","hindu","marathi","marathi","gujarati hindi",34,"faces","Tamil","tamil","label","female","hindu",1,0,0,0,0,0
"1392","india-socioling","zenith","Z05C04","5",5,10,-0.602084872363129,"male","hindu","marathi","marathi","hindi english marathi",34,"faces","Tamil","tamil","label","female","hindu",1,0,0,0,0,0
"1393","india-socioling","zenith","Z05C09","5",5,10,-0.602084872363129,"male","hindu","marathi","marathi","hindi",34,"faces","Tamil","tamil","label","female","dravidian",0,0,1,0,0,0
