"","study_name","school","id","standard","standard_num","child_age","child_age_centered","child_sex","child_religion","mother_tongue","home_language","friends_language","sequence","question_type","language","army_navy_language","presentation","speaker_gender","face","hindu_face","muslim_face","dravidian_face","asian_face","white_face","no_opinion_face"
"17","india-socioling","zenith","Z07B03",7,7,12,1.39791512763687,"male","hindu","gujarati","gujarati","gujarati hindi",17,"faces","English (India)","english","audio","male","hindu",1,0,0,0,0,0
"18","india-socioling","zenith","Z07B11",7,7,13,2.39791512763687,"male","other","gujarati","gujarati","gujarati",17,"faces","English (India)","english","audio","male","white",0,0,0,0,1,0
"19","india-socioling","zenith","Z07B21",7,7,13,2.39791512763687,"male","muslim","gujarati","gujarati","hindi",17,"faces","English (India)","english","audio","male","white",0,0,0,0,1,0
"20","india-socioling","zenith","Z07B38",7,7,13,2.39791512763687,"female","hindu","marathi","gujarati","hindi english gujarati",17,"faces","English (India)","english","audio","male","hindu",1,0,0,0,0,0
"21","india-socioling","zenith","Z07B48",7,7,12,1.39791512763687,"female","muslim","gujarati","gujarati","hindi gujarati",17,"faces","English (India)","english","audio","male","white",0,0,0,0,1,0
"22","india-socioling","zenith","Z05B11",5,5,11,0.397915127636871,"male","hindu","gujarati","gujarati english","gujarati",17,"faces","English (India)","english","audio","male","white",0,0,0,0,1,0
"23","india-socioling","zenith","Z05B55",5,5,10,-0.602084872363129,"female","muslim","gujarati","gujarati english","hindi english",17,"faces","English (India)","english","audio","male","white",0,0,0,0,1,0
"24","india-socioling","zenith","Z05B12",5,5,11,0.397915127636871,"male","muslim","hindi, gujarati","gujarati english hindi","gujarati hindi",17,"faces","English (India)","english","audio","male","muslim",0,1,0,0,0,0
"25","india-socioling","zenith","Z05B19",5,5,11,0.397915127636871,"male","hindu","gujarati","gujarati english hindi","english gujarati",17,"faces","English (India)","english","audio","male","dravidian",0,0,1,0,0,0
"26","india-socioling","zenith","Z07A05",7,7,12,1.39791512763687,"male","muslim","gujarati","gujarati hindi","gujarati hindi",17,"faces","English (India)","english","audio","male","white",0,0,0,0,1,0
"27","india-socioling","zenith","Z05B17",5,5,10,-0.602084872363129,"male","hindu","gujarati","gujarati hindi english","hindi gujarati",17,"faces","English (India)","english","audio","male","white",0,0,0,0,1,0
"28","india-socioling","zenith","Z07A42",7,7,12,1.39791512763687,"female","hindu","gujarati","gujarati hindi sindhi","hindi",17,"faces","English (India)","english","audio","male","dravidian",0,0,1,0,0,0
"29","india-socioling","zenith","Z07B39",7,7,12,1.39791512763687,"female","hindu","gujarati","gujarati polish","hindi gujarati",17,"faces","English (India)","english","audio","male","white",0,0,0,0,1,0
"30","india-socioling","zenith","Z05C44",5,5,10,-0.602084872363129,"female","hindu","hindi","hind english gujarati","hind english gujarati",17,"faces","English (India)","english","audio","male","white",0,0,0,0,1,0
"31","india-socioling","zenith","Z03C01",3,3,8.36827956989247,-2.23380530247066,"male","muslim","hindi","hindi","hindi",17,"faces","English (India)","english","audio","male","white",0,0,0,0,1,0
"32","india-socioling","zenith","Z03C02",3,3,7.75806451612903,-2.8440203562341,"male","muslim","hindi","hindi","hindi",17,"faces","English (India)","english","audio","male","dravidian",0,0,1,0,0,0
"33","india-socioling","zenith","Z03C43",3,3,8,-2.60208487236313,"female","muslim","hindi","hindi","hindi",17,"faces","English (India)","english","audio","male","white",0,0,0,0,1,0
"34","india-socioling","zenith","Z03C44",3,3,8.7,-1.90208487236313,"female","hindu","hindi","hindi","hindi gujarati",17,"faces","English (India)","english","audio","male","dravidian",0,0,1,0,0,0
"35","india-socioling","zenith","Z03C46",3,3,7.8,-2.80208487236313,"female","muslim","hindi","hindi","hindi",17,"faces","English (India)","english","audio","male","hindu",1,0,0,0,0,0
"36","india-socioling","zenith","Z05B05",5,5,10,-0.602084872363129,"male","muslim","hindi","hindi","hindi",17,"faces","English (India)","english","audio","male","white",0,0,0,0,1,0
"37","india-socioling","zenith","Z05B20",5,5,10,-0.602084872363129,"male","muslim","hindi","hindi","hindi",17,"faces","English (India)","english","audio","male","white",0,0,0,0,1,0
"38","india-socioling","zenith","Z05C48",5,5,10,-0.602084872363129,"female","muslim","gujarati","hindi","english hindi",17,"faces","English (India)","english","audio","male","white",0,0,0,0,1,0
"39","india-socioling","zenith","Z05C56",5,5,10,-0.602084872363129,"female","muslim","hindi","hindi","hindi",17,"faces","English (India)","english","audio","male","dravidian",0,0,1,0,0,0
"40","india-socioling","zenith","Z07A11",7,7,13,2.39791512763687,"male","hindu","hindi","hindi","hindi",17,"faces","English (India)","english","audio","male","white",0,0,0,0,1,0
"41","india-socioling","zenith","Z07A16",7,7,12,1.39791512763687,"male","muslim","hindi, urdu","hindi","hindi",17,"faces","English (India)","english","audio","male","white",0,0,0,0,1,0
"42","india-socioling","zenith","Z07A18",7,7,12,1.39791512763687,"male","muslim","hindi, gujarati","hindi","hindi",17,"faces","English (India)","english","audio","male","white",0,0,0,0,1,0
"43","india-socioling","zenith","Z07A19",7,7,12,1.39791512763687,"male","muslim","hindi","hindi","hindi english",17,"faces","English (India)","english","audio","male","white",0,0,0,0,1,0
"44","india-socioling","zenith","Z07A20",7,7,12,1.39791512763687,"male","muslim","hindi","hindi","hindi",17,"faces","English (India)","english","audio","male","white",0,0,0,0,1,0
"45","india-socioling","zenith","Z07A21",7,7,12,1.39791512763687,"male","hindu","hindi","hindi","hindi gujarati",17,"faces","English (India)","english","audio","male","white",0,0,0,0,1,0
"46","india-socioling","zenith","Z07A41",7,7,12,1.39791512763687,"female","hindu","sindhi","hindi","hindi gujarati",17,"faces","English (India)","english","audio","male","white",0,0,0,0,1,0
"47","india-socioling","zenith","Z07A43",7,7,12,1.39791512763687,"female","muslim","hindi","hindi","hindi",17,"faces","English (India)","english","audio","male","white",0,0,0,0,1,0
"48","india-socioling","zenith","Z07A46",7,7,12,1.39791512763687,"female","muslim","hindi","hindi","hindi english",17,"faces","English (India)","english","audio","male","white",0,0,0,0,1,0
"49","india-socioling","zenith","Z07A48",7,7,12,1.39791512763687,"female","muslim","hindi","hindi","hindi gujarati",17,"faces","English (India)","english","audio","male","white",0,0,0,0,1,0
"50","india-socioling","zenith","Z07A51",7,7,13,2.39791512763687,"female","muslim","hindi","hindi","hindi",17,"faces","English (India)","english","audio","male","white",0,0,0,0,1,0
"51","india-socioling","zenith","Z07A56",7,7,13,2.39791512763687,"female","hindu","hindi","hindi","hindi gujarati",17,"faces","English (India)","english","audio","male","white",0,0,0,0,1,0
"52","india-socioling","zenith","Z07A58",7,7,12,1.39791512763687,"female","hindu","hindi","hindi","hindi english",17,"faces","English (India)","english","audio","male","white",0,0,0,0,1,0
"53","india-socioling","zenith","Z07B05",7,7,12,1.39791512763687,"male","muslim","hindi","hindi","hindi",17,"faces","English (India)","english","audio","male","white",0,0,0,0,1,0
"54","india-socioling","zenith","Z07B12",7,7,13,2.39791512763687,"male","muslim","hindi","hindi","hindi",17,"faces","English (India)","english","audio","male","white",0,0,0,0,1,0
"55","india-socioling","zenith","Z07B41",7,7,12,1.39791512763687,"female","muslim","hindi","hindi","hindi gujarati",17,"faces","English (India)","english","audio","male","white",0,0,0,0,1,0
"56","india-socioling","zenith","Z07B55",7,7,13,2.39791512763687,"female","muslim","hindi","hindi","hindi gujarati",17,"faces","English (India)","english","audio","male","white",0,0,0,0,1,0
"57","india-socioling","zenith","Z05C46",5,5,10,-0.602084872363129,"female","muslim","hindi","hindi english","hindi english",17,"faces","English (India)","english","audio","male","dravidian",0,0,1,0,0,0
"58","india-socioling","zenith","Z07A39",7,7,12,1.39791512763687,"female","hindu","sindi","hindi english","english",17,"faces","English (India)","english","audio","male","asian white",0,0,0,1,1,0
"59","india-socioling","zenith","Z07A50",7,7,13,2.39791512763687,"female","muslim","hindi","hindi gujarati english","hindi english",17,"faces","English (India)","english","audio","male","asian white",0,0,0,1,1,0
"60","india-socioling","zenith","Z03C47",3,3,8.3,-2.30208487236313,"female","hindu","hindi","hindi punjabi","hindi punjabi",17,"faces","English (India)","english","audio","male","white",0,0,0,0,1,0
"61","india-socioling","zenith","Z07A02",7,7,12,1.39791512763687,"male","hindu","sindhi","hindi sindhi","gujarati hindi",17,"faces","English (India)","english","audio","male","dravidian hindu white",1,0,1,0,1,0
"62","india-socioling","zenith","Z07B06",7,7,13,2.39791512763687,"male","hindu","sindhi","hindi sindhi english gujarati","hindi gujarati",17,"faces","English (India)","english","audio","male","white",0,0,0,0,1,0
"63","india-socioling","zenith","Z05B56",5,5,11,0.397915127636871,"female","muslim","hindi, urdu","hindi urdu","hindi gujarati english",17,"faces","English (India)","english","audio","male","white",0,0,0,0,1,0
"64","india-socioling","zenith","Z03C48",3,3,7.9,-2.70208487236313,"female","hindu","kathiyawadi","kathiyawadi","gujarati",17,"faces","English (India)","english","audio","male","dravidian",0,0,1,0,0,0
"65","india-socioling","zenith","Z03C10",3,3,8.4,-2.20208487236313,"male","hindu","marathi","marathi","marathi",17,"faces","English (India)","english","audio","male","dravidian",0,0,1,0,0,0
"66","india-socioling","zenith","Z03C14",3,3,8.1,-2.50208487236313,"male","hindu","marathi","marathi","marathi gujarati",17,"faces","English (India)","english","audio","male","asian",0,0,0,1,0,0
"67","india-socioling","zenith","Z05B62",5,5,10,-0.602084872363129,"female","hindu","marathi","marathi","gujarati hindi",17,"faces","English (India)","english","audio","male","white",0,0,0,0,1,0
"68","india-socioling","zenith","Z05C04",5,5,10,-0.602084872363129,"male","hindu","marathi","marathi","hindi english marathi",17,"faces","English (India)","english","audio","male","white",0,0,0,0,1,0
"69","india-socioling","zenith","Z05C09",5,5,10,-0.602084872363129,"male","hindu","marathi","marathi","hindi",17,"faces","English (India)","english","audio","male","white",0,0,0,0,1,0
"70","india-socioling","zenith","Z05C49",5,5,10,-0.602084872363129,"female","hindu","marathi","marathi","marathi hindi gujarati",17,"faces","English (India)","english","audio","male","white",0,0,0,0,1,0
"71","india-socioling","zenith","Z07A01",7,7,12,1.39791512763687,"male","hindu","marathi","marathi","hindi marathi gujarati",17,"faces","English (India)","english","audio","male","white",0,0,0,0,1,0
"72","india-socioling","zenith","Z07A06",7,7,13,2.39791512763687,"male","hindu","marathi","marathi","hindi gujarati marathi english",17,"faces","English (India)","english","audio","male","hindu",1,0,0,0,0,0
"73","india-socioling","zenith","Z07A47",7,7,13,2.39791512763687,"female","hindu","marathi","marathi","hindi gujarati",17,"faces","English (India)","english","audio","male","white",0,0,0,0,1,0
"74","india-socioling","zenith","Z07B08",7,7,12,1.39791512763687,"male","hindu","marathi","marathi","gujarati hindi english marathi",17,"faces","English (India)","english","audio","male","white",0,0,0,0,1,0
"75","india-socioling","zenith","Z07B40",7,7,12,1.39791512763687,"female","hindu","marathi","marathi","hindi gujarati marathi",17,"faces","English (India)","english","audio","male","white",0,0,0,0,1,0
"76","india-socioling","zenith","Z07B43",7,7,12,1.39791512763687,"female","hindu","marathi","marathi","gujarati hindi",17,"faces","English (India)","english","audio","male","white",0,0,0,0,1,0
"77","india-socioling","zenith","Z07B07",7,7,13,2.39791512763687,"male","hindu","marathi","marathi hindi","hindi gujarati",17,"faces","English (India)","english","audio","male","white",0,0,0,0,1,0
"78","india-socioling","zenith","Z05B49",5,5,10,-0.602084872363129,"female","hindu","marathi",NA,NA,17,"faces","English (India)","english","audio","male",NA,0,0,0,0,0,0
"79","india-socioling","zenith","Z05B32",5,5,11,0.397915127636871,"male","muslim","hindi","","",17,"faces","English (India)","english","audio","male","",NA,NA,NA,NA,NA,0
"80","india-socioling","zenith","Z07A04",7,7,12,1.39791512763687,"male","hindu","","","",17,"faces","English (India)","english","audio","male","white",0,0,0,0,1,0
"81","india-socioling","zenith","Z03C07",3,3,8.6,-2.00208487236313,"male","hindu","gujarat","gujarati","gujarat hindi",18,"faces","Hindi","hindi","audio","male","dravidian",0,0,1,0,0,0
"82","india-socioling","zenith","Z05C10",5,5,10,-0.602084872363129,"male","muslim","gujarati, hindi, english","gujarati","hindi gujarati",18,"faces","Hindi","hindi","audio","male","muslim",0,1,0,0,0,0
"83","india-socioling","zenith","Z03C04",3,3,9,-1.60208487236313,"male","muslim","gujarati","gujarati","gujarati hindi",18,"faces","Hindi","hindi","audio","male","muslim",0,1,0,0,0,0
"84","india-socioling","zenith","Z03C49",3,3,8,-2.60208487236313,"female","muslim","gujarati","gujarati","hindi gujarati",18,"faces","Hindi","hindi","audio","male","asian",0,0,0,1,0,0
"85","india-socioling","zenith","Z05C06",5,5,10,-0.602084872363129,"male","other","gujarati","gujarati","hindi gujarati",18,"faces","Hindi","hindi","audio","male","muslim",0,1,0,0,0,0
"86","india-socioling","zenith","Z05C45",5,5,10,-0.602084872363129,"female","hindu","gujarati","gujarati","hindi",18,"faces","Hindi","hindi","audio","male","hindu",1,0,0,0,0,0
"87","india-socioling","zenith","Z05C50",5,5,9.7,-0.90208487236313,"female","hindu","gujarati","gujarati","gujarati hindi",18,"faces","Hindi","hindi","audio","male","hindu",1,0,0,0,0,0
"88","india-socioling","zenith","Z07A09",7,7,12,1.39791512763687,"male",NA,"gujarati","gujarati","hindi gujarati",18,"faces","Hindi","hindi","audio","male","dravidian",0,0,1,0,0,0
"89","india-socioling","zenith","Z07A10",7,7,13,2.39791512763687,"male","muslim","hindi","gujarati","hindi english gujarati",18,"faces","Hindi","hindi","audio","male","hindu muslim",1,1,0,0,0,0
"90","india-socioling","zenith","Z07A12",7,7,13,2.39791512763687,"male","hindu","hindi","gujarati","hindi",18,"faces","Hindi","hindi","audio","male","hindu",1,0,0,0,0,0
"91","india-socioling","zenith","Z07A13",7,7,12,1.39791512763687,"male",NA,"gujarati","gujarati","hindi",18,"faces","Hindi","hindi","audio","male","hindu muslim",1,1,0,0,0,0
"92","india-socioling","zenith","Z07A14",7,7,13,2.39791512763687,"male","hindu","gujarati","gujarati","hindi",18,"faces","Hindi","hindi","audio","male","hindu",1,0,0,0,0,0
"93","india-socioling","zenith","Z07A40",7,7,12,1.39791512763687,"female","muslim","gujarati","gujarati","hindi gujarati",18,"faces","Hindi","hindi","audio","male","muslim",0,1,0,0,0,0
"94","india-socioling","zenith","Z07A45",7,7,12,1.39791512763687,"female","muslim","gujarati","gujarati","gujarati",18,"faces","Hindi","hindi","audio","male","muslim",0,1,0,0,0,0
"95","india-socioling","zenith","Z07A55",7,7,13,2.39791512763687,"female","hindu","gujarati","gujarati","hindi gujarati",18,"faces","Hindi","hindi","audio","male","muslim",0,1,0,0,0,0
"96","india-socioling","zenith","Z07A59",7,7,13,2.39791512763687,"female","hindu","gujarati","gujarati","gujarati hindi",18,"faces","Hindi","hindi","audio","male","hindu",1,0,0,0,0,0
"97","india-socioling","zenith","Z07B03",7,7,12,1.39791512763687,"male","hindu","gujarati","gujarati","gujarati hindi",18,"faces","Hindi","hindi","audio","male","muslim",0,1,0,0,0,0
"98","india-socioling","zenith","Z07B11",7,7,13,2.39791512763687,"male","other","gujarati","gujarati","gujarati",18,"faces","Hindi","hindi","audio","male","muslim",0,1,0,0,0,0
"99","india-socioling","zenith","Z07B21",7,7,13,2.39791512763687,"male","muslim","gujarati","gujarati","hindi",18,"faces","Hindi","hindi","audio","male","muslim",0,1,0,0,0,0
"100","india-socioling","zenith","Z07B38",7,7,13,2.39791512763687,"female","hindu","marathi","gujarati","hindi english gujarati",18,"faces","Hindi","hindi","audio","male","dravidian",0,0,1,0,0,0
"101","india-socioling","zenith","Z07B48",7,7,12,1.39791512763687,"female","muslim","gujarati","gujarati","hindi gujarati",18,"faces","Hindi","hindi","audio","male","muslim",0,1,0,0,0,0
"102","india-socioling","zenith","Z05B11",5,5,11,0.397915127636871,"male","hindu","gujarati","gujarati english","gujarati",18,"faces","Hindi","hindi","audio","male","hindu",1,0,0,0,0,0
"103","india-socioling","zenith","Z05B55",5,5,10,-0.602084872363129,"female","muslim","gujarati","gujarati english","hindi english",18,"faces","Hindi","hindi","audio","male","muslim",0,1,0,0,0,0
"104","india-socioling","zenith","Z05B12",5,5,11,0.397915127636871,"male","muslim","hindi, gujarati","gujarati english hindi","gujarati hindi",18,"faces","Hindi","hindi","audio","male","muslim",0,1,0,0,0,0
"105","india-socioling","zenith","Z05B19",5,5,11,0.397915127636871,"male","hindu","gujarati","gujarati english hindi","english gujarati",18,"faces","Hindi","hindi","audio","male","muslim",0,1,0,0,0,0
"106","india-socioling","zenith","Z07A05",7,7,12,1.39791512763687,"male","muslim","gujarati","gujarati hindi","gujarati hindi",18,"faces","Hindi","hindi","audio","male","muslim",0,1,0,0,0,0
"107","india-socioling","zenith","Z05B17",5,5,10,-0.602084872363129,"male","hindu","gujarati","gujarati hindi english","hindi gujarati",18,"faces","Hindi","hindi","audio","male","muslim",0,1,0,0,0,0
"108","india-socioling","zenith","Z07A42",7,7,12,1.39791512763687,"female","hindu","gujarati","gujarati hindi sindhi","hindi",18,"faces","Hindi","hindi","audio","male","hindu",1,0,0,0,0,0
"109","india-socioling","zenith","Z07B39",7,7,12,1.39791512763687,"female","hindu","gujarati","gujarati polish","hindi gujarati",18,"faces","Hindi","hindi","audio","male","muslim",0,1,0,0,0,0
"110","india-socioling","zenith","Z05C44",5,5,10,-0.602084872363129,"female","hindu","hindi","hind english gujarati","hind english gujarati",18,"faces","Hindi","hindi","audio","male","hindu",1,0,0,0,0,0
"111","india-socioling","zenith","Z03C01",3,3,8.36827956989247,-2.23380530247066,"male","muslim","hindi","hindi","hindi",18,"faces","Hindi","hindi","audio","male","muslim",0,1,0,0,0,0
"112","india-socioling","zenith","Z03C02",3,3,7.75806451612903,-2.8440203562341,"male","muslim","hindi","hindi","hindi",18,"faces","Hindi","hindi","audio","male","muslim",0,1,0,0,0,0
"113","india-socioling","zenith","Z03C43",3,3,8,-2.60208487236313,"female","muslim","hindi","hindi","hindi",18,"faces","Hindi","hindi","audio","male","hindu",1,0,0,0,0,0
"114","india-socioling","zenith","Z03C44",3,3,8.7,-1.90208487236313,"female","hindu","hindi","hindi","hindi gujarati",18,"faces","Hindi","hindi","audio","male","hindu",1,0,0,0,0,0
"115","india-socioling","zenith","Z03C46",3,3,7.8,-2.80208487236313,"female","muslim","hindi","hindi","hindi",18,"faces","Hindi","hindi","audio","male","dravidian",0,0,1,0,0,0
"116","india-socioling","zenith","Z05B05",5,5,10,-0.602084872363129,"male","muslim","hindi","hindi","hindi",18,"faces","Hindi","hindi","audio","male","hindu",1,0,0,0,0,0
"117","india-socioling","zenith","Z05B20",5,5,10,-0.602084872363129,"male","muslim","hindi","hindi","hindi",18,"faces","Hindi","hindi","audio","male","dravidian",0,0,1,0,0,0
"118","india-socioling","zenith","Z05C48",5,5,10,-0.602084872363129,"female","muslim","gujarati","hindi","english hindi",18,"faces","Hindi","hindi","audio","male","muslim",0,1,0,0,0,0
"119","india-socioling","zenith","Z05C56",5,5,10,-0.602084872363129,"female","muslim","hindi","hindi","hindi",18,"faces","Hindi","hindi","audio","male","hindu",1,0,0,0,0,0
"120","india-socioling","zenith","Z07A11",7,7,13,2.39791512763687,"male","hindu","hindi","hindi","hindi",18,"faces","Hindi","hindi","audio","male","muslim",0,1,0,0,0,0
"121","india-socioling","zenith","Z07A16",7,7,12,1.39791512763687,"male","muslim","hindi, urdu","hindi","hindi",18,"faces","Hindi","hindi","audio","male","muslim",0,1,0,0,0,0
"122","india-socioling","zenith","Z07A18",7,7,12,1.39791512763687,"male","muslim","hindi, gujarati","hindi","hindi",18,"faces","Hindi","hindi","audio","male","dravidian",0,0,1,0,0,0
"123","india-socioling","zenith","Z07A19",7,7,12,1.39791512763687,"male","muslim","hindi","hindi","hindi english",18,"faces","Hindi","hindi","audio","male","hindu",1,0,0,0,0,0
"124","india-socioling","zenith","Z07A20",7,7,12,1.39791512763687,"male","muslim","hindi","hindi","hindi",18,"faces","Hindi","hindi","audio","male","muslim",0,1,0,0,0,0
"125","india-socioling","zenith","Z07A21",7,7,12,1.39791512763687,"male","hindu","hindi","hindi","hindi gujarati",18,"faces","Hindi","hindi","audio","male","dravidian",0,0,1,0,0,0
"126","india-socioling","zenith","Z07A41",7,7,12,1.39791512763687,"female","hindu","sindhi","hindi","hindi gujarati",18,"faces","Hindi","hindi","audio","male","hindu",1,0,0,0,0,0
"127","india-socioling","zenith","Z07A43",7,7,12,1.39791512763687,"female","muslim","hindi","hindi","hindi",18,"faces","Hindi","hindi","audio","male","muslim",0,1,0,0,0,0
"128","india-socioling","zenith","Z07A46",7,7,12,1.39791512763687,"female","muslim","hindi","hindi","hindi english",18,"faces","Hindi","hindi","audio","male","muslim",0,1,0,0,0,0
"129","india-socioling","zenith","Z07A48",7,7,12,1.39791512763687,"female","muslim","hindi","hindi","hindi gujarati",18,"faces","Hindi","hindi","audio","male","hindu muslim",1,1,0,0,0,0
"130","india-socioling","zenith","Z07A51",7,7,13,2.39791512763687,"female","muslim","hindi","hindi","hindi",18,"faces","Hindi","hindi","audio","male","hindu",1,0,0,0,0,0
"131","india-socioling","zenith","Z07A56",7,7,13,2.39791512763687,"female","hindu","hindi","hindi","hindi gujarati",18,"faces","Hindi","hindi","audio","male","hindu",1,0,0,0,0,0
"132","india-socioling","zenith","Z07A58",7,7,12,1.39791512763687,"female","hindu","hindi","hindi","hindi english",18,"faces","Hindi","hindi","audio","male","asian",0,0,0,1,0,0
"133","india-socioling","zenith","Z07B05",7,7,12,1.39791512763687,"male","muslim","hindi","hindi","hindi",18,"faces","Hindi","hindi","audio","male","muslim",0,1,0,0,0,0
"134","india-socioling","zenith","Z07B12",7,7,13,2.39791512763687,"male","muslim","hindi","hindi","hindi",18,"faces","Hindi","hindi","audio","male","muslim",0,1,0,0,0,0
"135","india-socioling","zenith","Z07B41",7,7,12,1.39791512763687,"female","muslim","hindi","hindi","hindi gujarati",18,"faces","Hindi","hindi","audio","male","hindu",1,0,0,0,0,0
"136","india-socioling","zenith","Z07B55",7,7,13,2.39791512763687,"female","muslim","hindi","hindi","hindi gujarati",18,"faces","Hindi","hindi","audio","male","hindu",1,0,0,0,0,0
"137","india-socioling","zenith","Z07A02",7,7,12,1.39791512763687,"male","hindu","sindhi","hindi sindhi","gujarati hindi",18,"faces","Hindi","hindi","audio","male","hindu muslim",1,1,0,0,0,0
"138","india-socioling","zenith","Z05C46",5,5,10,-0.602084872363129,"female","muslim","hindi","hindi english","hindi english",18,"faces","Hindi","hindi","audio","male","asian",0,0,0,1,0,0
"139","india-socioling","zenith","Z07A39",7,7,12,1.39791512763687,"female","hindu","sindi","hindi english","english",18,"faces","Hindi","hindi","audio","male","hindu",1,0,0,0,0,0
"140","india-socioling","zenith","Z07A50",7,7,13,2.39791512763687,"female","muslim","hindi","hindi gujarati english","hindi english",18,"faces","Hindi","hindi","audio","male","hindu muslim",1,1,0,0,0,0
"141","india-socioling","zenith","Z03C47",3,3,8.3,-2.30208487236313,"female","hindu","hindi","hindi punjabi","hindi punjabi",18,"faces","Hindi","hindi","audio","male","muslim",0,1,0,0,0,0
"142","india-socioling","zenith","Z07B06",7,7,13,2.39791512763687,"male","hindu","sindhi","hindi sindhi english gujarati","hindi gujarati",18,"faces","Hindi","hindi","audio","male","muslim",0,1,0,0,0,0
"143","india-socioling","zenith","Z05B56",5,5,11,0.397915127636871,"female","muslim","hindi, urdu","hindi urdu","hindi gujarati english",18,"faces","Hindi","hindi","audio","male","muslim",0,1,0,0,0,0
"144","india-socioling","zenith","Z03C48",3,3,7.9,-2.70208487236313,"female","hindu","kathiyawadi","kathiyawadi","gujarati",18,"faces","Hindi","hindi","audio","male","muslim",0,1,0,0,0,0
"145","india-socioling","zenith","Z03C10",3,3,8.4,-2.20208487236313,"male","hindu","marathi","marathi","marathi",18,"faces","Hindi","hindi","audio","male","white",0,0,0,0,1,0
"146","india-socioling","zenith","Z03C14",3,3,8.1,-2.50208487236313,"male","hindu","marathi","marathi","marathi gujarati",18,"faces","Hindi","hindi","audio","male","muslim",0,1,0,0,0,0
"147","india-socioling","zenith","Z05B62",5,5,10,-0.602084872363129,"female","hindu","marathi","marathi","gujarati hindi",18,"faces","Hindi","hindi","audio","male","hindu",1,0,0,0,0,0
"148","india-socioling","zenith","Z05C04",5,5,10,-0.602084872363129,"male","hindu","marathi","marathi","hindi english marathi",18,"faces","Hindi","hindi","audio","male","hindu",1,0,0,0,0,0
"149","india-socioling","zenith","Z05C09",5,5,10,-0.602084872363129,"male","hindu","marathi","marathi","hindi",18,"faces","Hindi","hindi","audio","male","hindu",1,0,0,0,0,0
"150","india-socioling","zenith","Z05C49",5,5,10,-0.602084872363129,"female","hindu","marathi","marathi","marathi hindi gujarati",18,"faces","Hindi","hindi","audio","male","muslim",0,1,0,0,0,0
